Name,Location,Distance,Rate,Grade,Price,Review,TypeRoom,TypeBed,CancellationPolicy,DateOfVacation,SnapShotDate,numOfNights,TimeToTravel
33 Seaport Hotel New York,"Wall Street - Financial District, New York",6.9 km from center,8.6,Very Good,"₪ 6,469","1,227 reviews",King or Queen Room with City View,1 queen bed,Prepayment,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
The Shelburne Sonesta New York,"Murray Hill, New York",2.2 km from center,7.8,Wonderful,"₪ 6,874",899 reviews,"Wonderful Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
HGU New York,"Manhattan, New York",2.4 km from center,7.4,Very Good,"₪ 6,045","2,266 reviews",Medium Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
"Candlewood Suites NYC -Times Square, an IHG Hotel","Hell's Kitchen, New York",1.6 km from center,7.5,Review score,"₪ 4,566","7,538 reviews","Aloft, Guest room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
"Holiday Inn Express New York City Chelsea, an IHG Hotel","Chelsea, New York",2.4 km from center,7.9,Very Good,"₪ 4,411","1,272 reviews","Studio, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Royalton Park Avenue,"NoMad, New York",2.7 km from center,8.2,Very Good,"₪ 4,857","2,571 reviews",King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Casablanca Hotel by Library Hotel Collection,"Manhattan, New York",1.3 km from center,9.4,Very Good,"₪ 5,606","1,683 reviews",King Room - Hearing Accessible,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
W New York - Times Square,"Manhattan, New York",1 km from center,7.7,Good,"₪ 7,030",432 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Renaissance New York Times Square Hotel,"Manhattan, New York",1 km from center,8.5,Good,"₪ 11,405","1,153 reviews",Superior King Room Interior View,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
ModernHaus SoHo,"SoHo, New York",5.4 km from center,8.5,Good,"₪ 6,086","4,555 reviews",King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Soho Grand Hotel,"SoHo, New York",5.5 km from center,8.3,Good,"₪ 8,978","1,029 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Artezen Hotel,"Wall Street - Financial District, New York",6.9 km from center,9.0,Very Good,"₪ 5,240",867 reviews,Run of House,1 full bed,Free cancellation,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Hampton Inn Times Square Central,"Manhattan, New York",1.5 km from center,8.2,Good,"₪ 5,336","2,669 reviews",Double Room,1 queen bed,Prepayment,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
West Side YMCA,"Upper West Side, New York",350 m from center,6.6,Very Good,"₪ 4,816","3,690 reviews",King Room - Non-Smoking,1 king bed,Free cancellation,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Walker Hotel Tribeca,"Chinatown, New York",5.8 km from center,8.1,Good,"₪ 6,583",523 reviews,King Room with King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Cambria Hotel New York - Chelsea,"Chelsea, New York",2.5 km from center,8.0,Very Good,"₪ 6,172","2,137 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Moxy NYC East Village,"East Village, New York",4.1 km from center,8.2,Wonderful,"₪ 6,306","2,145 reviews",Queen Room - Disability Access,1 full bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
"Le Meridien New York, Central Park by Marriott","Manhattan, New York",500 m from center,7.1,Very Good,"₪ 6,189","1,276 reviews",Gallery King Accessible,1 king bed,Free cancellation,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Nolitan Hotel SoHo - New York,"SoHo, New York",5.4 km from center,7.9,Very Good,"₪ 3,447",439 reviews,Superior Corner Queen,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,"Hell's Kitchen, New York",1.6 km from center,7.6,Review score,"₪ 5,814","4,086 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Ace Hotel New York,"NoMad, New York",2.5 km from center,7.9,Very Good,"₪ 5,471","1,343 reviews","Guest Room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Hilton Garden Inn New York/Midtown Park Avenue,"Manhattan, New York",2.4 km from center,8.0,Good,"₪ 6,037","1,047 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Hampton Inn Manhattan Times Square North,"Hell's Kitchen, New York",0.6 km from center,7.8,Good,"₪ 5,264",348 reviews,Petite Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
The Belvedere Hotel,"Hell's Kitchen, New York",0.9 km from center,8.0,Good,"₪ 4,357","2,917 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Sofitel New York,"Manhattan, New York",1.4 km from center,7.5,Good,"₪ 5,446","1,256 reviews",Superior King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Graduate New York,New York,2.6 km from center,8.5,Very Good,"₪ 9,468",942 reviews,King Room with View,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
LUMA Hotel - Times Square,"Manhattan, New York",1.5 km from center,9.0,Good,"₪ 5,626",540 reviews,Double Room with Two Double Beds,2 full beds,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Residence Inn by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.4,Good,"₪ 9,352",662 reviews,Studio Premium,1 king bed,Free cancellation,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
"The Pierre, A Taj Hotel, New York","Upper East Side, New York",0.9 km from center,8.3,Good,"₪ 7,158",587 reviews,Deluxe King Room,1 king bed,Free cancellation,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
The Manhattan at Times Square,"Manhattan, New York",0.7 km from center,5.6,Good,"₪ 4,567",788 reviews,Deluxe King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
The Knickerbocker,"Manhattan, New York",1.4 km from center,8.4,Very Good,"₪ 6,703","1,233 reviews",Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,"Hell's Kitchen, New York",0.7 km from center,7.9,Good,"₪ 5,116","1,876 reviews","Guest Room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Residence Inn New York Downtown Manhattan/Financial District,"Wall Street - Financial District, New York",7.1 km from center,7.5,Good,"₪ 4,412",482 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Citadines Connect Fifth Avenue New York,"Manhattan, New York",1.4 km from center,7.7,Very Good,"₪ 6,583","1,038 reviews",Standard King Room with Roll-In Shower - Mobility Access,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
City Club Hotel,"Manhattan, New York",1.4 km from center,7.3,Very Good,"₪ 5,251",366 reviews,Standard Queen Room with View,1 queen bed,Prepayment,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Roxy Hotel New York,"Tribeca, New York",5.8 km from center,8.4,Good,"₪ 5,269","1,583 reviews",Double Room,1 full bed,Prepayment,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Renaissance New York Chelsea Hotel,"Chelsea, New York",2.8 km from center,7.8,Good,"₪ 1,089",229 reviews,Classic Room,1 queen bed,Prepayment,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Dream Downtown,"Chelsea, New York",3.4 km from center,7.2,Good,"₪ 1,259","1,475 reviews",King Room - Disability Access,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
The Benjamin Royal Sonesta New York,"Midtown East, New York",1.5 km from center,7.6,Very Good,₪ 899,6 reviews,Deluxe Studio,1 king bed,Free cancellation,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Four Points by Sheraton Manhattan SoHo Village,"SoHo, New York",5 km from center,7.6,Very Good,₪ 879,"1,328 reviews",King Room,1 king bed,Free cancellation,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
CIVILIAN Hotel,"Hell's Kitchen, New York",0.9 km from center,8.5,Very Good,"₪ 1,023",621 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
The Hotel at Fifth Avenue,"Manhattan, New York",2.3 km from center,7.1,Good,"₪ 1,398",979 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Hotel Hugo,"SoHo, New York",5.2 km from center,7.3,Good,"₪ 1,133",729 reviews,King Room with City View,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
The Renwick,"Murray Hill, New York",2 km from center,8.2,Very Good,"₪ 1,463",952 reviews,Standard Studio with Times Square View,"Entire studio • 1 bathroom • 21m²
1 king bed",FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Hotel Mulberry,"Chinatown, New York",6.1 km from center,8.4,Good,₪ 620,"1,109 reviews",Standard Bunk Bed Room with Shared Bathroom,1 bunk bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Hotel Hendricks,"Manhattan, New York",1.8 km from center,7.7,Good,"₪ 1,386","5,538 reviews",Deluxe King,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Hyatt Centric Midtown 5th Avenue New York,"Manhattan, New York",1.9 km from center,7.8,Good,"₪ 1,225","2,610 reviews",Deluxe Superior King with views,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Hampton Inn Manhattan Grand Central,"Midtown East, New York",2.1 km from center,7.6,Excellent,"₪ 1,060","1,444 reviews",Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
The FIDI Hotel,"Wall Street - Financial District, New York",7.6 km from center,8.5,Good,₪ 407,107 reviews,Double Room with Shared Bathroom,1 full bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Leon Hotel LES,"Lower East Side, New York",5.9 km from center,8.1,Good,"₪ 2,182","2,309 reviews",Superior Room with Two Double Beds,2 full beds,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Hyatt Centric Times Square New York,"Manhattan, New York",1.2 km from center,8.3,Very Good,₪ 898,"2,415 reviews",Premium Queen View,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Four Points by Sheraton Manhattan Chelsea,"Chelsea, New York",2.8 km from center,7.0,Very Good,₪ 840,580 reviews,Bunk Bed Room,1 bunk bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Hotel Indigo Lower East Side New York,"Lower East Side, New York",5.2 km from center,7.6,Very Good,"₪ 1,207","3,927 reviews",King Room,1 king bed,Free cancellation,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
The Muse New York,"Manhattan, New York",1.1 km from center,8.2,Excellent,"₪ 1,317","6,645 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Aloft Manhattan Downtown - Financial District,"Wall Street - Financial District, New York",6.8 km from center,7.5,Very Good,"₪ 1,830","5,995 reviews",Social City View King,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Hilton Garden Inn New York Central Park South-Midtown West,"Manhattan, New York",450 m from center,7.1,Good,"₪ 1,207","15,115 reviews",Standard 1 Full,1 twin bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
The Evelyn NoMad,"NoMad, New York",2.7 km from center,7.6,Very Good,"₪ 1,032",733 reviews,Standard Queen Room,1 queen bed,Free cancellation,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Margaritaville Resort Times Square,"Manhattan, New York",1.5 km from center,8.8,Good,₪ 954,"3,629 reviews",Standard Double Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
The Tuscany Powered by LuxUrban,"Murray Hill, New York",2.1 km from center,7.9,Very Good,"₪ 1,097",330 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
The Herald 8 by LuxUrban,"Manhattan, New York",2 km from center,7.7,Good,"₪ 1,302","3,810 reviews",Premier King Bed,1 king bed,Free cancellation,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
TownePlace Suites by Marriott New York Manhattan/Chelsea,"Chelsea, New York",2.5 km from center,8.1,Good,₪ 429,"2,275 reviews",Bunk Bed Room with Shared Bathroom,1 bunk bed,Prepayment,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
The Cloud One New York-Downtown,"Wall Street - Financial District, New York",7 km from center,8.2,Good,₪ 855,"11,099 reviews",Queen Room with Roll-In Shower - Disability Access,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
SpringHill Suites by Marriott New York Manhattan Chelsea,"Chelsea, New York",2.5 km from center,8.2,Good,"₪ 1,207","1,711 reviews",Classic 1 Queen Bed,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Riu Plaza Manhattan Times Square,"Manhattan, New York",1 km from center,8.6,Good,"₪ 2,453","1,056 reviews","Cool Suite, Suite, 1 King, Park view, Corner room",1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Pod 39,"Murray Hill, New York",2.1 km from center,8.1,Good,"₪ 1,170","7,063 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Hyatt Place New York City/Times Square,"Hell's Kitchen, New York",1.7 km from center,7.6,Good,"₪ 1,573","5,914 reviews",Classic Double Room,,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
SIXTY SoHo,"SoHo, New York",5.2 km from center,8.2,Very Good,"₪ 1,757",997 reviews,Petite Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Millennium Downtown New York,"Wall Street - Financial District, New York",6.8 km from center,7.3,Very Good,"₪ 1,573",52 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Lotte New York Palace,"Midtown East, New York",1.3 km from center,8.1,Very Good,"₪ 1,207","2,934 reviews",Executive Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
YOTEL New York Times Square,"Hell's Kitchen, New York",1.5 km from center,7.1,Very Good,"₪ 1,192","2,256 reviews",Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Fairfield Inn by Marriott New York Manhattan/Financial District,"Wall Street - Financial District, New York",7.2 km from center,7.5,Good,"₪ 1,416","1,080 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Hotel Edison Times Square,"Manhattan, New York",1 km from center,7.3,Good,"₪ 1,540",602 reviews,Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
U Hotel Fifth Avenue I Empire State Building,"Manhattan, New York",2.1 km from center,7.9,Good,"₪ 1,522","4,421 reviews",Newly Renovated Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
"Hotel Shocard Broadway, Times Square","Manhattan, New York",1.5 km from center,7.6,Excellent,"₪ 1,063","2,751 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Pod 51,"Midtown East, New York",1.7 km from center,7.8,Good,"₪ 1,097",167 reviews,Queen Studio,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Millennium Hotel Broadway Times Square,"Manhattan, New York",1.3 km from center,7.0,Excellent,"₪ 1,500","3,036 reviews","Guest Room, 1 King, Cozy King",1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Hotel Lucerne,"Upper West Side, New York",1.7 km from center,8.5,Excellent,"₪ 1,493",970 reviews,Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Grayson Hotel,"Manhattan, New York",1.8 km from center,8.2,Very Good,"₪ 1,287","3,723 reviews",King or Queen Room with City View,1 queen bed,Prepayment,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,"Wall Street - Financial District, New York",7.7 km from center,8.5,Very Good,"₪ 1,245","4,132 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-19,1 night,23.0
