Name,Location,Distance,Rate,Grade,Price,Review,TypeRoom,TypeBed,CancellationPolicy,DateOfVacation,SnapShotDate,numOfNights,TimeToTravel
Courtyard New York Downtown Manhattan/Financial District,"Wall Street - Financial District, New York",7.1 km from center,7.3,Very Good,"₪ 5,845",821 reviews,Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
The Evelyn NoMad,"NoMad, New York",2.7 km from center,7.6,Wonderful,"₪ 5,894",249 reviews,Superior King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Casablanca Hotel by Library Hotel Collection,"Manhattan, New York",1.3 km from center,9.4,Very Good,"₪ 4,506","1,387 reviews",Deluxe Studio,1 king bed,Free cancellation,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Renaissance New York Midtown Hotel,"Manhattan, New York",2 km from center,8.5,Very Good,"₪ 3,632","1,683 reviews",Bunk Pod,2 twin beds,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
"Club Quarters Hotel World Trade Center, New York","Wall Street - Financial District, New York",7 km from center,8.2,Good,"₪ 5,970","1,050 reviews",King Room,"Private suite
1 king bed",FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
The Pearl Hotel,"Manhattan, New York",0.8 km from center,8.6,Very Good,"₪ 5,446",595 reviews,King Room with City View,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Cambria Hotel New York - Chelsea,"Chelsea, New York",2.5 km from center,8.0,Good,"₪ 4,768",432 reviews,Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Dylan Hotel NYC,"Murray Hill, New York",1.8 km from center,7.8,Very Good,"₪ 5,268",867 reviews,Studio Queen,1 queen bed,Free cancellation,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
The James New York - NoMad,"NoMad, New York",2.6 km from center,8.1,Good,"₪ 6,363",788 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
ModernHaus SoHo,"SoHo, New York",5.4 km from center,8.5,Very Good,"₪ 5,118","1,272 reviews",Signature 1 Queen Bed,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Pestana Park Avenue,"Murray Hill, New York",1.9 km from center,8.5,Very Good,"₪ 6,125",727 reviews,"Wonderful Guest Room, Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
"The Langham, New York, Fifth Avenue","Manhattan, New York",2 km from center,9.1,Good,"₪ 3,787","2,669 reviews",Bunk Bed Room,1 bunk bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Pestana CR7 Times Square,"Hell's Kitchen, New York",1.6 km from center,8.1,Excellent,"₪ 4,049",735 reviews,King Room with City View,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Moxy NYC East Village,"East Village, New York",4.1 km from center,8.2,Good,"₪ 4,026",665 reviews,Superior King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Sixty LES,"Lower East Side, New York",5.2 km from center,7.2,Very Good,"₪ 6,334",942 reviews,Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Lex Hotel NYC,"Kips Bay, New York",3 km from center,8.1,Wonderful,"₪ 6,290","2,145 reviews",King Room - Hearing Accessible,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
"Le Meridien New York, Central Park by Marriott","Manhattan, New York",500 m from center,7.1,Good,"₪ 6,568",338 reviews,King Urban,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Hilton Garden Inn New York/Midtown Park Avenue,"Manhattan, New York",2.4 km from center,8.0,Very Good,"₪ 4,089","1,324 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Four Points by Sheraton Manhattan SoHo Village,"SoHo, New York",5 km from center,7.6,Good,"₪ 4,030","1,204 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Walker Hotel Tribeca,"Chinatown, New York",5.8 km from center,8.1,Very Good,"₪ 5,099",621 reviews,King Room - Non-Smoking,1 king bed,Free cancellation,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Aloft Harlem,"Harlem, New York",5.2 km from center,8.0,Good,"₪ 5,682","1,256 reviews",Standard 1 Full,1 twin bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Hampton Inn Manhattan Times Square North,"Hell's Kitchen, New York",0.6 km from center,7.8,Good,"₪ 6,143",348 reviews,Premier City View King Bed,1 king bed,Free cancellation,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
"Staypineapple, An Artful Hotel, Midtown New York","Hell's Kitchen, New York",1.8 km from center,8.7,Good,"₪ 6,216","1,875 reviews",1 Queen Bed,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Dream Midtown,"Manhattan, New York",400 m from center,7.5,Very Good,"₪ 5,989","1,038 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Roxy Hotel New York,"Tribeca, New York",5.8 km from center,8.4,Good,"₪ 5,791","1,876 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
LUMA Hotel - Times Square,"Manhattan, New York",1.5 km from center,9.0,Good,"₪ 4,311",979 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
"The Lexington Hotel, Autograph Collection","Midtown East, New York",1.6 km from center,7.9,Very Good,"₪ 6,072","3,041 reviews",Superior Queen Room,1 queen bed,Free cancellation,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Renaissance New York Times Square Hotel,"Manhattan, New York",1 km from center,8.5,Good,"₪ 5,409",8 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
The Time New York,"Manhattan, New York",0.8 km from center,7.5,Review score,"₪ 5,938","4,086 reviews",Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Hyatt Centric Times Square New York,"Manhattan, New York",1.2 km from center,8.3,Very Good,"₪ 5,222","5,198 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
City Club Hotel,"Manhattan, New York",1.4 km from center,7.3,Good,"₪ 6,253",972 reviews,King Room,1 king bed,Free cancellation,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Residence Inn New York Downtown Manhattan/Financial District,"Wall Street - Financial District, New York",7.1 km from center,7.5,Excellent,"₪ 7,575",696 reviews,Social City View King,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Four Points by Sheraton Midtown - Times Square,"Hell's Kitchen, New York",1.6 km from center,7.7,Good,"₪ 5,212","1,475 reviews",Queen Room with Bath Tub - Hearing/Mobility Accessible,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
The Renwick,"Murray Hill, New York",2 km from center,8.2,Good,"₪ 5,633","1,109 reviews",Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
The Hotel at Fifth Avenue,"Manhattan, New York",2.3 km from center,7.1,Good,"₪ 6,675","4,555 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Four Points by Sheraton Manhattan Chelsea,"Chelsea, New York",2.8 km from center,7.0,Good,"₪ 5,939","3,508 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
World Center Hotel,"Wall Street - Financial District, New York",7 km from center,8.3,Very Good,"₪ 5,970","2,266 reviews",Deluxe Queen Room,1 queen bed,Free cancellation,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Virgin Hotels New York City,"NoMad, New York",2.5 km from center,7.4,Very Good,"₪ 5,541",152 reviews,King Room - Non-Smoking,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
The Manhattan at Times Square,"Manhattan, New York",0.7 km from center,5.6,Good,"₪ 5,112",681 reviews,Premium Queen View,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Good,"₪ 5,409",304 reviews,"Guest Room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Sheraton New York Times Square Hotel,"Manhattan, New York",0.6 km from center,7.4,Good,"₪ 3,632",621 reviews,Standard Bunk Bed Room with Shared Bathroom,1 bunk bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
The Dominick Hotel,"SoHo, New York",5.1 km from center,8.6,Very Good,"₪ 5,772","1,276 reviews",King Studio with Kitchenette,"Entire studio • 1 bathroom • 19m²
1 king bed",Prepayment,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Hampton Inn Manhattan Grand Central,"Midtown East, New York",2.1 km from center,7.6,Good,"₪ 5,845",482 reviews,Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Aloft Manhattan Downtown - Financial District,"Wall Street - Financial District, New York",6.8 km from center,7.5,Very Good,"₪ 4,958",457 reviews,Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,"Hell's Kitchen, New York",1.6 km from center,7.6,Very Good,"₪ 5,862",238 reviews,"Wonderful Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
DoubleTree by Hilton New York Downtown,"Wall Street - Financial District, New York",7.6 km from center,7.2,Good,"₪ 5,875","2,917 reviews",King or Queen Room with City View,1 queen bed,Prepayment,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Hampton Inn Times Square Central,"Manhattan, New York",1.5 km from center,8.2,Good,"₪ 5,901","1,583 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Thompson Central Park - New York,"Manhattan, New York",0.5 km from center,8.1,Good,"₪ 7,045",669 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,"Chelsea, New York",2.6 km from center,7.5,Very Good,"₪ 4,159",821 reviews,Queen Studio,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
11 Howard,"SoHo, New York",5.6 km from center,7.3,Excellent,"₪ 7,269","1,444 reviews",1 King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Wyndham Garden Chinatown,"Lower East Side, New York",5.8 km from center,7.6,Good,"₪ 5,240",107 reviews,King Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Residence Inn by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.4,Very Good,"₪ 5,397",580 reviews,Single Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Hotel Hugo,"SoHo, New York",5.2 km from center,7.3,Good,"₪ 6,033","2,309 reviews",Executive Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
The Kitano Hotel New York,"Murray Hill, New York",2.1 km from center,8.5,Very Good,"₪ 8,274","12,866 reviews",Deluxe Room with One King Bed,1 king bed,Free cancellation,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
AKA Central Park,"Manhattan, New York",0.7 km from center,8.1,Good,"₪ 7,144","2,184 reviews",Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Citadines Connect Fifth Avenue New York,"Manhattan, New York",1.4 km from center,7.7,Good,"₪ 8,380","2,669 reviews",Petite Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Hotel Hendricks,"Manhattan, New York",1.8 km from center,7.7,Excellent,"₪ 7,385","6,645 reviews",Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Hampton Inn Manhattan/Downtown- Financial District,"Wall Street - Financial District, New York",7.7 km from center,7.6,Good,"₪ 6,400","11,099 reviews","Guest room, 1 Queen",1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Pestana Park Avenue,"Murray Hill, New York",1.9 km from center,8.5,Good,"₪ 6,831","15,115 reviews","Guest Room, 1 King, Cozy King",1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Margaritaville Resort Times Square,"Manhattan, New York",1.5 km from center,8.8,Very Good,"₪ 6,227",330 reviews,King Room with Sofa Bed - Non-Smoking,"2 beds (1 king, 1 sofa bed)",FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
The Tuscany Powered by LuxUrban,"Murray Hill, New York",2.1 km from center,7.9,Good,"₪ 5,221","4,124 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
The Cloud One New York-Downtown,"Wall Street - Financial District, New York",7 km from center,8.2,Good,"₪ 7,903","1,056 reviews",Newly Renovated Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
The Herald 8 by LuxUrban,"Manhattan, New York",2 km from center,7.7,Excellent,"₪ 5,267","1,659 reviews",Queen Room,1 queen bed,Prepayment,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Pod Times Square,"Hell's Kitchen, New York",1.4 km from center,8.1,Very Good,"₪ 5,032",972 reviews,Queen Studio,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Hilton Garden Inn Times Square,"Manhattan, New York",0.9 km from center,7.5,Excellent,"₪ 4,972",533 reviews,Queen Room,1 queen bed,Free cancellation,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Hampton Inn Manhattan Times Square North,"Hell's Kitchen, New York",0.6 km from center,7.8,Good,"₪ 12,485","1,711 reviews",Superior Room with King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Riu Plaza Manhattan Times Square,"Manhattan, New York",1 km from center,8.6,Very Good,"₪ 5,372",870 reviews,Superior King Room,1 king bed,Free cancellation,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Hotel Edison Times Square,"Manhattan, New York",1 km from center,7.3,Good,"₪ 5,641","2,510 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Hyatt Place New York City/Times Square,"Hell's Kitchen, New York",1.7 km from center,7.6,Excellent,"₪ 5,319",735 reviews,King Room - Hearing Accessible,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Lotte New York Palace,"Midtown East, New York",1.3 km from center,8.1,Very Good,"₪ 4,286","5,630 reviews","Studio, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Embassy Suites By Hilton New York Manhattan Times Square,"Manhattan, New York",1.9 km from center,7.9,Good,"₪ 4,785","5,914 reviews","Guest Room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
"Hotel Shocard Broadway, Times Square","Manhattan, New York",1.5 km from center,7.6,Very Good,"₪ 4,566","5,995 reviews","Aloft, Guest room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
"The Jewel Hotel, New York","Manhattan, New York",1 km from center,8.6,Review score,"₪ 4,516","7,538 reviews",Full Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Royalton Park Avenue,"NoMad, New York",2.7 km from center,8.2,Very Good,"₪ 5,197",898 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Omni Berkshire Place,"Midtown East, New York",1.1 km from center,8.7,Good,"₪ 4,769","1,875 reviews",Petite Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
U Hotel Fifth Avenue I Empire State Building,"Manhattan, New York",2.1 km from center,7.9,Good,"₪ 6,591","3,629 reviews",Deluxe King Room,1 king bed,Free cancellation,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
The Moore,"Chelsea, New York",3 km from center,8.5,Excellent,"₪ 4,690","1,283 reviews",Double Room,1 full bed,Prepayment,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
The Blakely by LuxUrban,"Manhattan, New York",0.5 km from center,7.8,Good,"₪ 6,568","3,281 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
"Staypineapple, An Artful Hotel, Midtown New York","Hell's Kitchen, New York",1.8 km from center,8.7,Excellent,"₪ 7,122","2,751 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
M Social Hotel Times Square New York,"Manhattan, New York",0.6 km from center,8.4,Good,"₪ 5,016","2,610 reviews",King Room - Mobility Accessible,1 king bed,Prepayment,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Millennium Hotel Broadway Times Square,"Manhattan, New York",1.3 km from center,7.0,Very Good,"₪ 4,754","1,738 reviews",Queen Room - Non-Smoking,1 queen bed,Free cancellation,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Pod 39,"Murray Hill, New York",2.1 km from center,8.1,Excellent,"₪ 5,212","2,183 reviews",Run of House,1 full bed,Free cancellation,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
West Side YMCA,"Upper West Side, New York",350 m from center,6.6,Wonderful,"₪ 8,098",73 reviews,King Room with View,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
"InterContinental New York Barclay Hotel, an IHG Hotel","Midtown East, New York",1.5 km from center,8.0,Very Good,"₪ 6,583","2,415 reviews",King Room with King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Four Points by Sheraton Midtown - Times Square,"Hell's Kitchen, New York",1.6 km from center,7.7,Very Good,"₪ 3,653","2,492 reviews","Guest Room, 1 King",1 king bed,Free cancellation,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Millennium Downtown New York,"Wall Street - Financial District, New York",6.8 km from center,7.3,Very Good,"₪ 6,462","1,683 reviews",King Room - Disability Access,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Hard Rock Hotel New York,"Manhattan, New York",1 km from center,8.8,Excellent,"₪ 6,143",280 reviews,"Traditional, Guest room, 1 Queen",1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
"Holiday Inn Express - Times Square South, an IHG Hotel","Manhattan, New York",2 km from center,7.7,Very Good,"₪ 6,123",997 reviews,Gallery King Accessible,1 king bed,Free cancellation,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
citizenM New York Times Square,"Manhattan, New York",0.8 km from center,8.7,Good,"₪ 7,144","1,029 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
The Evelyn NoMad,"NoMad, New York",2.7 km from center,7.6,Very Good,"₪ 6,389","1,227 reviews",King Room - Disability Access/Hearing Accessible,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Iroquois New York Times Square,"Manhattan, New York",1.4 km from center,8.2,Very Good,"₪ 5,793","4,132 reviews",King Room,1 king bed,Prepayment,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
citizenM New York Bowery,"Lower East Side, New York",5.4 km from center,8.8,Good,"₪ 5,453","4,421 reviews",Standard King Room with City View,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Casablanca Hotel by Library Hotel Collection,"Manhattan, New York",1.3 km from center,9.4,Very Good,"₪ 4,559","2,256 reviews","Guest Room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
TownePlace Suites by Marriott New York Manhattan/Chelsea,"Chelsea, New York",2.5 km from center,8.1,Very Good,"₪ 3,418",462 reviews,Superior Corner Queen,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Executive Hotel Le Soleil New York,"Manhattan, New York",2 km from center,8.2,Good,"₪ 6,616","2,337 reviews",King Studio,"Entire studio • 1 bathroom • 1 kitchen • 20m²
1 king bed",Prepayment,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Moxy NYC East Village,"East Village, New York",4.1 km from center,8.2,Very Good,"₪ 9,022","3,332 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
33 Seaport Hotel New York,"Wall Street - Financial District, New York",6.9 km from center,8.6,Good,"₪ 4,617","3,023 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Hotel Lucerne,"Upper West Side, New York",1.7 km from center,8.5,Very Good,"₪ 5,152",286 reviews,Double Room with Roll in Shower - Mobility Accessible,1 full bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Ace Hotel New York,"NoMad, New York",2.5 km from center,7.9,Good,"₪ 5,483","7,063 reviews",Double Room,1 queen bed,Prepayment,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
Soho Grand Hotel,"SoHo, New York",5.5 km from center,8.3,Very Good,"₪ 5,286","6,357 reviews",Room with Murphy Bed,1 full bed,Prepayment,2023-04-06-2023-04-11,2023-03-19,5 nights,18.0
SpringHill Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Good,"₪ 1,266",432 reviews,Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Warwick New York,"Manhattan, New York",0.7 km from center,7.8,Good,"₪ 1,452",523 reviews,Superior King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Hotel Belleclaire Central Park,"Upper West Side, New York",1.6 km from center,8.1,Very Good,"₪ 1,046","1,272 reviews",Deluxe Studio,1 king bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
ModernHaus SoHo,"SoHo, New York",5.4 km from center,8.5,Review score,"₪ 1,097","4,086 reviews",King Room with City View,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Dylan Hotel NYC,"Murray Hill, New York",1.8 km from center,7.8,Good,"₪ 1,032","2,936 reviews",King Room,1 king bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Courtyard by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.2,Good,"₪ 1,097",729 reviews,Bunk Pod,2 twin beds,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
"Holiday Inn Express New York City Chelsea, an IHG Hotel","Chelsea, New York",2.4 km from center,7.9,Good,"₪ 1,532","1,529 reviews",Deluxe Family King,"2 beds (1 king, 1 sofa bed)",FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
JW Marriott Essex House New York,"Manhattan, New York",350 m from center,8.2,Good,"₪ 2,054","1,370 reviews",Superior Room with King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Pod 51,"Midtown East, New York",1.7 km from center,7.8,Good,"₪ 1,166","3,810 reviews",Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Riu Plaza New York Times Square,"Hell's Kitchen, New York",1 km from center,8.4,Excellent,"₪ 1,867",83 reviews,Studio with View,"Entire studio • 1 bathroom • 20m²
1 king bed",FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
"Le Meridien New York, Central Park by Marriott","Manhattan, New York",500 m from center,7.1,Very Good,"₪ 1,218","1,356 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Sofitel New York,"Manhattan, New York",1.4 km from center,7.5,Good,"₪ 1,317",665 reviews,Classic Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Walker Hotel Tribeca,"Chinatown, New York",5.8 km from center,8.1,Good,"₪ 1,243","1,583 reviews",Small Single Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
The Manhattan at Times Square,"Manhattan, New York",0.7 km from center,5.6,Very Good,"₪ 1,502",814 reviews,Studio Queen,1 queen bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Leo House,"Chelsea, New York",2.9 km from center,7.8,Very Good,"₪ 1,390",519 reviews,King Room,1 king bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Hotel Indigo Lower East Side New York,"Lower East Side, New York",5.2 km from center,7.6,Very Good,"₪ 2,050",867 reviews,Social City View King,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
HGU New York,"Manhattan, New York",2.4 km from center,7.4,Good,"₪ 1,449","1,475 reviews",Superior Queen Room,1 queen bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
"Candlewood Suites NYC -Times Square, an IHG Hotel","Hell's Kitchen, New York",1.6 km from center,7.5,Very Good,"₪ 1,317","2,266 reviews",Classic 1 Queen Bed,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
