Name,Rate,Grade,Price,Review,DateOfVacation,SnapShotDate,LengthOfStay,TimeToTravel
Omni Berkshire Place,9.0,Wonderful,"€2,116","(1,003 reviews)",2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
Moxy NYC Lower East Side,9.0,Wonderful,"€1,574",(99 reviews),2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
Trump International Hotel & Tower New York,9.2,Wonderful,"€3,685","(1,000 reviews)",2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
Chelsea Inn,7.8,Good,"€1,173","(1,001 reviews)",2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
The Hilton Club - New York,8.6,Excellent,"€2,006",(197 reviews),2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
Hampton Inn Manhattan/Times Square Central,8.6,Excellent,"€1,632","(1,338 reviews)",2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
Courtyard by Marriott New York City Manhattan Fifth Avenue,8.4,Very good,"€1,796","(1,002 reviews)",2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
Thompson Central Park - New York,9.0,Wonderful,"€2,996",(90 reviews),2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
The Pearl New York,9.2,Wonderful,"€2,324","(1,002 reviews)",2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
Hyatt Place New York/Chelsea,8.2,Very good,"€1,472",(558 reviews),2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
"Club Quarters, Times Square - Midtown",8.4,Very good,"€1,619","(1,785 reviews)",2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
Element New York Times Square West,7.8,Good,"€1,605","(1,005 reviews)",2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
Citadines Connect Fifth Avenue New York,7.8,Good,"€1,502","(1,004 reviews)",2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
SpringHill Suites by Marriott New York Midtown Manhattan,8.8,Excellent,"€1,685",(995 reviews),2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
Courtyard by Marriott New York Manhattan/Times Square,8.6,Excellent,"€1,684",(998 reviews),2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
citizenM New York Times Square,9.0,Wonderful,"€2,123","(1,237 reviews)",2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
The Ned NoMad,7.4,Good,"€2,166",(6 reviews),2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
Moxy NYC East Village,8.8,Excellent,"€1,755",(913 reviews),2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
"Gild Hall, A Thompson Hotel",9.0,Wonderful,"€1,804",(997 reviews),2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
The Peninsula New York,9.4,Exceptional,"€4,300",(999 reviews),2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
The Knickerbocker Hotel,8.8,Excellent,"€2,743","(1,001 reviews)",2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
Courtyard by Marriott New York Downtown Manhattan/Financial District,7.6,Good,"€1,218",(412 reviews),2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
Empire Hotel,7.4,Good,"€1,510","(1,323 reviews)",2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
Residence Inn by Marriott New York Downtown Manhattan/Financial District,7.8,Good,"€1,281",(128 reviews),2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
"Hotel Indigo NYC Financial District, an IHG Hotel",8.8,Excellent,"€1,380",(69 reviews),2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
Courtyard New York Manhattan/ Midtown East,8.6,Excellent,"€1,876","(1,301 reviews)",2023-04-21-2023-04-26,2023-03-25,5 nights,27.0
New York Hilton Midtown,8.0,Very good,"€393
€","(1,003 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Residence Inn Marriott New York Downtown Manhattan/WTC Area,9.0,Wonderful,"€388
€",(999 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
The New York EDITION,9.0,Wonderful,"€591
€",(374 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
"PUBLIC, an Ian Schrager hotel",8.0,Very good,"€435
€","(1,482 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
The Lombardy Hotel,8.8,Excellent,"€362
€","(1,001 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Park Terrace Hotel,9.2,Wonderful,"€398
€","(1,004 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
New York Hilton Midtown,8.0,Very good,"€393
€","(1,003 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Omni Berkshire Place,9.0,Wonderful,"€420
€","(1,003 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Citadines Connect Fifth Avenue New York,7.8,Good,"€340
€","(1,004 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
The Maritime Hotel,9.4,Exceptional,"€397
€","(1,003 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Moxy NYC Times Square,8.4,Very good,"€397
€","(1,127 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
The New York EDITION,9.0,Wonderful,"€591
€",(374 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
"The Chatwal, In The Unbound Collection By Hyatt",9.4,Exceptional,"€633
€",(448 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
The Shoreham Hotel,7.8,Good,"€341
€","(1,006 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Arlo NoMad,8.0,Very good,"€359
€","(1,603 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
The Flat NYC,Uknown,Uknown,"€265
€",Uknown,2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Pendry Manhattan West,9.6,Exceptional,"€700
€",(110 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Courtyard by Marriott New York Manhattan/Midtown West,9.0,Wonderful,"€351
€",(725 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Hilton Club The Quin New York,8.6,Excellent,"€437
€","(1,004 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Sofitel New York,8.8,Excellent,"€452
€","(1,001 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Arlo SoHo,8.2,Very good,"€349
€","(1,325 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Kixby,8.8,Excellent,"€382
€","(1,001 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Courtyard New York Manhattan/Times Square West,8.8,Excellent,"€415
€","(1,003 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
"The Langham, New York, Fifth Avenue",9.4,Exceptional,"€768
€","(1,001 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
The Westin New York Grand Central,8.6,Excellent,"€390
€","(1,229 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Carnegie Hotel,9.2,Wonderful,"€413
€","(1,002 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Trump International Hotel & Tower New York,9.2,Wonderful,"€833
€","(1,000 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
"The Beekman, A Thompson Hotel",9.2,Wonderful,"€477
€",(847 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Latisha luxury place,Uknown,Uknown,"€167
€",Uknown,2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Lotte New York Palace,8.8,Excellent,"€638
€","(1,002 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Moxy NYC Times Square,8.4,Very good,"€397
€","(1,127 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Hotel Beacon,9.2,Wonderful,"€516
€","(1,003 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
citizenM New York Bowery,9.2,Wonderful,"€375
€","(1,266 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
The Wallace,9.6,Exceptional,"€421
€",(449 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Hilton Garden Inn New York/West 35th Street,9.0,Wonderful,"€394
€","(1,019 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
INNSiDE by Meliá New York Nomad,8.8,Excellent,"€396
€","(1,375 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
"Martinique New York on Broadway, Curio Collection by Hilton",8.6,Excellent,"€366
€","(1,007 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Citadines Connect Fifth Avenue New York,7.8,Good,"€340
€","(1,004 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Royalton Park Avenue,8.2,Very good,"€365
€","(1,003 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
The Peninsula New York,9.4,Exceptional,"€815
€",(999 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Hudson River Hotel,7.0,Good,"€253
€","(1,000 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
"InterContinental New York Barclay, an IHG Hotel",8.6,Excellent,"€430
€","(1,003 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
1 Hotel Central Park,9.0,Wonderful,"€689
€","(1,001 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Hyatt Place New York City/Times Square,7.8,Good,"€386
€","(1,166 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
"The Bernic Hotel New York City, Tapestry Collection by Hilton",8.8,Excellent,"€393
€",(999 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Refinery Hotel,8.8,Excellent,"€518
€","(1,002 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
"Club Quarters, Times Square - Midtown",8.4,Very good,"€380
€","(1,785 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Fitzpatrick Grand Central,9.0,Wonderful,"€353
€","(1,000 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
"Crowne Plaza Times Square Manhattan, an IHG Hotel",8.0,Very good,"€509
€","(1,006 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Moxy NYC Downtown,8.6,Excellent,"€317
€",(778 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Made Hotel,9.2,Wonderful,"€434
€",(202 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
The Bryant Park Hotel,9.0,Wonderful,"€455
€","(1,000 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Equinox Hotel New York,9.0,Wonderful,"€905
€",(312 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
The Kitano Hotel New York,9.0,Wonderful,"€489
€","(1,006 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
"Kimpton Hotel Eventi, an IHG Hotel",8.8,Excellent,"€477
€","(1,001 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Empire Hotel,7.4,Good,"€369
€","(1,323 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Soho Grand Hotel,8.8,Excellent,"€515
€","(1,000 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
DoubleTree by Hilton New York Downtown,7.2,Good,"€287
€","(1,189 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
"Gild Hall, A Thompson Hotel",9.0,Wonderful,"€437
€",(997 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Hilton Garden Inn New York/Manhattan-Midtown East,8.0,Very good,"€367
€","(1,002 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Comfort Inn Manhattan - Midtown West,7.4,Good,"€319
€","(1,005 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Lotte New York Palace,8.8,Excellent,"€638
€","(1,002 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
New York Marriott Marquis,9.0,Wonderful,"€669
€","(1,540 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Park Lane New York,8.6,Excellent,"€563
€",(326 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Hyatt House New York/Chelsea,8.6,Excellent,"€391
€",(760 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Hilton New York Fashion District,8.0,Very good,"€359
€","(1,003 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Wingate by Wyndham New York Midtown South/5th Ave,8.2,Very good,"€390
€","(1,003 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
citizenM New York Times Square,9.0,Wonderful,"€450
€","(1,237 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
The Cloud One New York-Downtown,8.4,Very good,"€311
€",(98 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Four Points By Sheraton New York Downtown,7.4,Good,"€297
€","(1,013 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
The Plaza Hotel,9.0,Wonderful,"€1,148","(1,003 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Conrad New York Downtown,9.4,Exceptional,"€470
€",(999 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Hotel 48LEX New York,8.2,Very good,"€391
€",(995 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
JW Marriott Essex House New York,8.6,Excellent,"€668
€","(1,000 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Pod Times Square,8.6,Excellent,"€354
€","(2,806 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
The Ned NoMad,7.4,Good,"€484
€",(6 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Dream Midtown,8.0,Very good,"€392
€","(1,000 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Best Western Plus Brooklyn-Prospect Park,8.0,Very good,"€156
€",(57 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
The Standard High Line,8.4,Very good,"€514
€",(784 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Arlo Midtown,9.2,Wonderful,"€564
€","(3,238 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
The Hotel Chelsea,9.6,Exceptional,"€469
€",(161 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
DoubleTree by Hilton New York Downtown,7.2,Good,"€287
€","(1,189 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Freehand New York,8.2,Very good,"€357
€","(1,002 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
"Holiday Inn Express Manhattan Times Square South, an IHG Hotel",8.0,Very good,"€367
€","(1,001 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.8,Excellent,"€326
€","(1,002 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Moxy NYC Downtown,8.6,Excellent,"€317
€",(778 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Concorde Hotel New York,9.0,Wonderful,"€486
€",(987 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
"Holiday Inn Express New York - Manhattan West Side, an IHG Hotel",7.6,Good,"€364
€","(1,007 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Moxy Brooklyn Willamsburg,9.0,Wonderful,"€462
€",(6 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
The Wall Street Hotel,9.6,Exceptional,"€587
€",(87 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
SpringHill Suites by Marriott New York Manhattan/Times Square South,8.0,Very good,"€350
€","(1,004 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Gansevoort Meatpacking,8.6,Excellent,"€603
€","(1,002 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Hilton Garden Inn New York/Central Park South-Midtown West,7.4,Good,"€425
€","(1,038 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
The Marmara Park Avenue,8.6,Excellent,"€551
€",(836 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Mint House at 70 Pine,9.4,Exceptional,"€397
€",(996 reviews),2023-04-22-2023-04-23,2023-03-25,1 night,28.0
HGU New York,8.0,Very good,"€392
€","(1,000 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
RIU Plaza Manhattan Times Square,9.0,Wonderful,"€418
€","(1,989 reviews)",2023-04-22-2023-04-23,2023-03-25,1 night,28.0
Residence Inn Marriott New York Downtown Manhattan/WTC Area,9.0,Wonderful,"€680
€",(999 reviews),2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
New York Hilton Midtown,8.0,Very good,"€785
€","(1,003 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
The New York EDITION,9.0,Wonderful,"€1,103",(374 reviews),2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
"PUBLIC, an Ian Schrager hotel",8.0,Very good,"€778
€","(1,482 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Courtyard New York Manhattan/Times Square West,8.8,Excellent,"€590
€","(1,003 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
The Lombardy Hotel,8.8,Excellent,"€675
€","(1,001 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Park Terrace Hotel,9.2,Wonderful,"€698
€","(1,004 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Archer Hotel New York,9.0,Wonderful,"€686
€","(1,005 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Citadines Connect Fifth Avenue New York,7.8,Good,"€539
€","(1,004 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Moxy NYC Times Square,8.4,Very good,"€626
€","(1,127 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Park Central Hotel New York,8.0,Very good,"€700
€","(1,857 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Doubletree by Hilton New York Times Square South,8.4,Very good,"€601
€","(2,179 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Hilton Garden Inn New York/West 35th Street,9.0,Wonderful,"€641
€","(1,019 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Ameritania Hotel at Times Square,8.4,Very good,"€648
€","(1,256 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Hilton Garden Inn New York Times Square North,8.6,Excellent,"€642
€","(1,007 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Omni Berkshire Place,9.0,Wonderful,"€767
€","(1,003 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Kixby,8.8,Excellent,"€645
€","(1,001 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.8,Excellent,"€476
€","(1,002 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
"voco Times Square South, an IHG Hotel",8.4,Very good,"€580
€",(452 reviews),2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
DoubleTree by Hilton New York City - Chelsea,7.6,Good,"€520
€","(1,002 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Four Points By Sheraton New York Downtown,7.4,Good,"€431
€","(1,013 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Hyatt Place New York City/Times Square,7.8,Good,"€631
€","(1,166 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
The Westin New York Grand Central,8.6,Excellent,"€716
€","(1,229 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
"The Chatwal, In The Unbound Collection By Hyatt",9.4,Exceptional,"€1,102",(448 reviews),2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Arlo Midtown,9.2,Wonderful,"€883
€","(3,238 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
citizenM New York Bowery,9.2,Wonderful,"€591
€","(1,266 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
The Lucerne Hotel,9.0,Wonderful,"€621
€","(1,007 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
New York Marriott Marquis,9.0,Wonderful,"€1,083","(1,540 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Latisha luxury place,Uknown,Uknown,"€266
€",Uknown,2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
"Gild Hall, A Thompson Hotel",9.0,Wonderful,"€556
€",(997 reviews),2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Moxy NYC Times Square,8.4,Very good,"€626
€","(1,127 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
New York Hilton Midtown,8.0,Very good,"€785
€","(1,003 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
INNSiDE by Meliá New York Nomad,8.8,Excellent,"€647
€","(1,375 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Hyatt House New York/Chelsea,8.6,Excellent,"€593
€",(760 reviews),2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
The Shoreham Hotel,7.8,Good,"€570
€","(1,006 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
The Shelburne Sonesta New York,8.2,Very good,"€608
€","(1,007 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Hilton Garden Inn New York/Manhattan-Chelsea,8.4,Very good,"€610
€","(1,006 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Empire Hotel,7.4,Good,"€585
€","(1,323 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
The Maritime Hotel,9.4,Exceptional,"€719
€","(1,003 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Arlo SoHo,8.2,Very good,"€623
€","(1,325 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
W New York - Union Square,8.6,Excellent,"€705
€",(963 reviews),2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Citadines Connect Fifth Avenue New York,7.8,Good,"€539
€","(1,004 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
"Holiday Inn Express New York - Manhattan West Side, an IHG Hotel",7.6,Good,"€576
€","(1,007 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Hyatt Grand Central New York,7.8,Good,"€762
€","(1,789 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
"Club Quarters, Times Square - Midtown",8.4,Very good,"€597
€","(1,785 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Comfort Inn Manhattan - Midtown West,7.4,Good,"€552
€","(1,005 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Hilton Club The Quin New York,8.6,Excellent,"€802
€","(1,004 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
The New York EDITION,9.0,Wonderful,"€1,103",(374 reviews),2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
"Crowne Plaza Times Square Manhattan, an IHG Hotel",8.0,Very good,"€836
€","(1,006 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Lotte New York Palace,8.8,Excellent,"€1,276","(1,002 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
The Westin New York at Times Square,8.6,Excellent,"€778
€","(2,191 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
The Moore,9.2,Wonderful,"€657
€",(87 reviews),2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Truss Hotel Times Square,8.0,Very good,"€609
€",(571 reviews),2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Courtyard New York Manhattan/ Midtown East,8.6,Excellent,"€704
€","(1,301 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Sofitel New York,8.8,Excellent,"€798
€","(1,001 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Refinery Hotel,8.8,Excellent,"€884
€","(1,002 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
The Flat NYC,Uknown,Uknown,"€475
€",Uknown,2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Moxy NYC Downtown,8.6,Excellent,"€538
€",(778 reviews),2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
DoubleTree by Hilton New York Downtown,7.2,Good,"€476
€","(1,189 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
"The Langham, New York, Fifth Avenue",9.4,Exceptional,"€1,536","(1,001 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Hilton New York Fashion District,8.0,Very good,"€572
€","(1,003 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Courtyard by Marriott New York Manhattan/Midtown West,9.0,Wonderful,"€633
€",(725 reviews),2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Courtyard by Marriott New York Manhattan/Times Square,8.6,Excellent,"€612
€",(998 reviews),2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Broadway Plaza Hotel,8.8,Excellent,"€602
€","(1,153 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Sheraton New York Times Square Hotel,8.0,Very good,"€862
€","(1,235 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Hyatt Centric Times Square New York,9.0,Wonderful,"€881
€","(1,001 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
SpringHill Suites by Marriott New York Manhattan/Times Square South,8.0,Very good,"€603
€","(1,004 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Sheraton Tribeca New York Hotel,8.2,Very good,"€570
€","(1,005 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Hyatt Place New York Midtown South,8.6,Excellent,"€722
€","(1,003 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
"Martinique New York on Broadway, Curio Collection by Hilton",8.6,Excellent,"€641
€","(1,007 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Homewood Suites New York/Midtown Manhattan Times Square,8.4,Very good,"€695
€","(1,000 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
The Hotel Chelsea,9.6,Exceptional,"€842
€",(161 reviews),2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Hilton Garden Inn New York/Tribeca,8.4,Very good,"€566
€","(1,001 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Hampton Inn Manhattan/Times Square Central,8.6,Excellent,"€620
€","(1,338 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Royalton Park Avenue,8.2,Very good,"€652
€","(1,003 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
"Club Quarters Hotel, Grand Central",8.2,Very good,"€622
€","(1,165 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
The Wallace,9.6,Exceptional,"€755
€",(449 reviews),2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Hampton Inn Manhattan-Chelsea,8.4,Very good,"€573
€",(998 reviews),2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
Hilton Garden Inn New York/Midtown Park Ave,8.4,Very good,"€613
€","(1,003 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
DoubleTree by Hilton New York Downtown,7.2,Good,"€476
€","(1,189 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
"Club Quarters Hotel, World Trade Center",8.6,Excellent,"€534
€","(1,117 reviews)",2023-04-22-2023-04-24,2023-03-25,2 nights,28.0
