Name,Location,Distance,Rate,Grade,Price,Review,TypeRoom,TypeBed,CancellationPolicy,DateOfVacation,SnapShotDate,numOfNights,TimeToTravel
CIVILIAN Hotel,"Hell's Kitchen, New York",0.9 km from center,8.5,Very Good,"₪ 1,529","1,273 reviews",Double Room,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Hampton Inn Brooklyn Downtown,"Downtown Brooklyn, Brooklyn",8.1 km from center,8.4,Very Good,"₪ 1,308","1,807 reviews",1 King with Fridge - Non-Smoking,1 king bed,FREE cancellation • No prepayment needed,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
M Social Hotel Times Square New York,"Manhattan, New York",0.6 km from center,8.4,Very Good,"₪ 1,497","5,688 reviews",Social City View King,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Wyndham Garden Long Island City,"Long Island City, Queens",3.2 km from center,7.5,Good,"₪ 1,133",695 reviews,Room Selected at Check-In,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Hampton Inn Manhattan Times Square North,"Hell's Kitchen, New York",0.6 km from center,7.8,Good,"₪ 1,466","2,687 reviews",King Room with Sofa Bed,"2 beds (1 king, 1 sofa bed)",Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Hilton Garden Inn Times Square,"Manhattan, New York",0.9 km from center,7.5,Good,"₪ 1,466","2,195 reviews",Corner King Room,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Hampton Inn Seaport Financial District,"Wall Street - Financial District, New York",6.8 km from center,7.9,Good,"₪ 1,308","1,257 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
U Hotel Fifth Avenue I Empire State Building,"Manhattan, New York",2.1 km from center,7.9,Good,"₪ 1,077","1,739 reviews",Queen Room,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
"Crowne Plaza Times Square Manhattan, an IHG Hotel","Manhattan, New York",0.9 km from center,7.7,Good,"₪ 1,430","1,498 reviews",Traditional King Room - Non-Smoking,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Millennium Hotel Broadway Times Square,"Manhattan, New York",1.3 km from center,7.0,Good,"₪ 1,075","5,952 reviews",Queen Room with Bath Tub - Hearing/Mobility Accessible,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
YOTEL New York Times Square,"Hell's Kitchen, New York",1.5 km from center,7.1,Good,"₪ 1,082","3,830 reviews",Premium Queen,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Hilton Garden Inn New York Central Park South-Midtown West,"Manhattan, New York",450 m from center,7.1,Good,"₪ 1,488","5,583 reviews",King Room with City View,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
The Belvedere Hotel,"Hell's Kitchen, New York",0.9 km from center,8.1,Very Good,"₪ 1,107","3,720 reviews",Standard King Room,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Pod 39,"Murray Hill, New York",2.1 km from center,8.1,Very Good,₪ 999,"6,069 reviews",Bunk Bed Room,1 bunk bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
SoHo 54,"SoHo, New York",5.3 km from center,6.8,Review score,₪ 783,"1,570 reviews",TriBeCa King,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Hotel Edison Times Square,"Manhattan, New York",1 km from center,7.3,Good,"₪ 1,287","11,137 reviews",Classic 2 Queen Beds,2 queen beds,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Nolitan Hotel SoHo - New York,"SoHo, New York",5.4 km from center,7.9,Good,"₪ 1,338","1,155 reviews",Deluxe Queen Room,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
The Manhattan at Times Square,"Manhattan, New York",0.7 km from center,5.6,Review score,₪ 624,"4,145 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
SpringHill Suites by Marriott New York Manhattan Chelsea,"Chelsea, New York",2.5 km from center,8.2,Very Good,"₪ 1,718","4,012 reviews",Double Room with Two Double Beds,"Private suite
2 full beds",FREE cancellation • No prepayment needed,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
"The Draper New York, Tapestry Collection by Hilton","Manhattan, New York",1.9 km from center,8.4,Very Good,"₪ 1,585","1,041 reviews",King Room with Bath Tub - Mobility/Hearing Access,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
"Holiday Inn Express & Suites Jersey City - Holland Tunnel, an IHG Hotel",Jersey City,6.4 km from center,8.2,Very Good,"₪ 1,042","1,296 reviews",Suite - Hearing Accessible,,FREE cancellation • No prepayment needed,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,"Hell's Kitchen, New York",0.7 km from center,7.9,Good,"₪ 1,466","1,048 reviews",King Room,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Hyatt Place Long Island City,"Long Island City, Queens",4.1 km from center,8.5,Very Good,"₪ 1,688",897 reviews,King Room,,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Grayson Hotel,"Manhattan, New York",1.8 km from center,8.3,Very Good,"₪ 1,448",64 reviews,King Room,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Element Times Square West,"Hell's Kitchen, New York",1.6 km from center,7.5,Good,"₪ 1,322","5,534 reviews","Guest Room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
citizenM New York Times Square,"Manhattan, New York",0.8 km from center,8.7,Excellent,"₪ 1,538","2,762 reviews",King Room,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Millennium Downtown New York,"Wall Street - Financial District, New York",6.8 km from center,7.3,Good,"₪ 1,255","3,670 reviews",Queen Room with Roll-In Shower - Disability Access,1 queen bed,FREE cancellation • No prepayment needed,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Canopy By Hilton Jersey City Arts District,"Downtown Jersey City, Jersey City",7.3 km from center,8.9,Excellent,"₪ 2,041",669 reviews,Queen Room with Two Queen Beds,2 queen beds,FREE cancellation • No prepayment needed,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Riu Plaza Manhattan Times Square,"Manhattan, New York",1 km from center,8.6,Excellent,"₪ 1,569","6,754 reviews",Deluxe King,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
citizenM New York Bowery,"Lower East Side, New York",5.4 km from center,8.8,Excellent,"₪ 1,394","2,196 reviews",King Room,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Courtyard New York Downtown Manhattan/Financial District,"Wall Street - Financial District, New York",7.1 km from center,7.3,Good,"₪ 1,071",617 reviews,"Guest room, 1 King, City view",1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Wingate by Wyndham New York Midtown South/5th Ave,"Manhattan, New York",1.9 km from center,7.9,Good,"₪ 1,188","1,519 reviews",King Room with Roll-In Shower - Mobility/Hearing Accessible - Non-Smoking,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Warwick New York,"Manhattan, New York",0.7 km from center,7.8,Good,"₪ 1,509","4,443 reviews",Premier King Bed,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Park Central,"Manhattan, New York",400 m from center,7.6,Good,"₪ 1,229","2,610 reviews",Premier King Room,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Royalton New York,"Manhattan, New York",1.4 km from center,7.6,Good,"₪ 1,862","1,406 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Pod 51,"Midtown East, New York",1.7 km from center,7.8,Good,₪ 927,"7,129 reviews",Standard Bunk Bed Room with Shared Bathroom,1 bunk bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
MOXY NYC Times Square,"Manhattan, New York",1.9 km from center,8.0,Very Good,"₪ 1,790","8,725 reviews",Double Room,1 full bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Hotel 32 32,"Manhattan, New York",2.4 km from center,6.8,Review score,"₪ 1,207",745 reviews,Double Superior,"Entire studio • 1 bathroom • 1 kitchen • 39m²
1 full bed",Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Courtyard By Marriott Jersey City Newport,"Newport, Jersey City",6.3 km from center,8.3,Very Good,"₪ 2,329",418 reviews,Newly Redesigned Queen Room with Two Queen Beds and Adapted Tub - Mobility and Hearing Accessible,2 queen beds,FREE cancellation • No prepayment needed,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
"Club Quarters Hotel Grand Central, New York","Midtown East, New York",1.8 km from center,8.0,Very Good,"₪ 1,389","2,366 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
The Pearl Hotel,"Manhattan, New York",0.8 km from center,8.6,Excellent,"₪ 1,502",992 reviews,Superior Queen Room,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Courtyard by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.2,Very Good,"₪ 2,365","3,382 reviews",King or Queen Room with City View,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
"The Jewel Hotel, New York","Manhattan, New York",1 km from center,8.5,Very Good,"₪ 1,538","1,679 reviews",Premier Room,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
"Holiday Inn Express - Times Square South, an IHG Hotel","Manhattan, New York",2 km from center,7.7,Good,"₪ 1,430","3,290 reviews",King Room - Non-Smoking,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Hampton Inn Manhattan-35th St Empire State Bldg,"Manhattan, New York",2 km from center,8.3,Very Good,"₪ 1,560","3,465 reviews",King Room with Roll in Shower,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
OYO Times Square,"Manhattan, New York",1 km from center,6.9,Review score,₪ 919,"1,117 reviews",Standard Full,1 full bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Dream Midtown,"Manhattan, New York",400 m from center,7.5,Good,"₪ 1,229",669 reviews,Full Room,1 full bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
The Time New York,"Manhattan, New York",0.8 km from center,7.5,Good,"₪ 1,321","1,220 reviews",Superior King Room,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
TownePlace Suites by Marriott New York Manhattan/Times Square,"Hell's Kitchen, New York",1.2 km from center,8.2,Very Good,"₪ 1,430","1,467 reviews",King Studio - Hearing Accessible,"Entire studio • 1 bathroom • 25m²
1 king bed",FREE cancellation • No prepayment needed,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
"Candlewood Suites NYC -Times Square, an IHG Hotel","Hell's Kitchen, New York",1.6 km from center,7.5,Good,"₪ 1,430","1,374 reviews",Queen Studio - Disability Access,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Hilton Garden Inn New York/Midtown Park Avenue,"Manhattan, New York",2.4 km from center,8.0,Very Good,"₪ 1,294",874 reviews,King Room - Hearing Accessible,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Hampton Inn Times Square Central,"Manhattan, New York",1.5 km from center,8.2,Very Good,"₪ 1,538","2,267 reviews",King Room,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Aliz Hotel Times Square,"Hell's Kitchen, New York",1.6 km from center,7.8,Good,"₪ 1,246","3,630 reviews",King Room,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Heritage Hotel New York City,"Flatiron District, New York",2.8 km from center,7.1,Good,₪ 807,"1,543 reviews",King Room - Non-Smoking,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
INNSiDE by Meliá New York Nomad,"Chelsea, New York",2.6 km from center,8.4,Very Good,"₪ 1,330",695 reviews,The INNSiDE Room - Doubles,2 full beds,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Hilton New York Times Square,"Manhattan, New York",1.4 km from center,7.9,Good,"₪ 1,581",97 reviews,King Room,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
"The Hoxton, Williamsburg","Williamsburg, Brooklyn",5.6 km from center,8.0,Very Good,"₪ 1,907",555 reviews,Cozy,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Sixty LES,"Lower East Side, New York",5.2 km from center,7.2,Good,"₪ 1,646","1,050 reviews",Queen Studio,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Ink 48 Hotel,"Hell's Kitchen, New York",1.2 km from center,7.9,Good,"₪ 1,644","1,332 reviews",King Room,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Executive Hotel Le Soleil New York,"Manhattan, New York",2 km from center,8.2,Very Good,"₪ 1,394","2,510 reviews",Executive Queen Room,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Royalton Park Avenue,"NoMad, New York",2.7 km from center,8.2,Very Good,"₪ 1,869",980 reviews,Superior Queen Room,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel","Wall Street - Financial District, New York",7.3 km from center,8.3,Very Good,"₪ 1,215",569 reviews,Queen Room - Hearing Accessible/Non-Smoking,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Doubletree By Hilton New York Times Square West,"Hell's Kitchen, New York",1.6 km from center,7.0,Good,"₪ 1,430","14,212 reviews",One King Bed Standard,1 king bed,FREE cancellation • No prepayment needed,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
DoubleTree by Hilton Hotel & Suites Jersey City,Jersey City,6.8 km from center,8.6,Excellent,"₪ 1,782",382 reviews,Junior Double Suite,"Private suite
3 beds (2 fulls, 1 sofa bed)",Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Residence Inn by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.4,Very Good,"₪ 2,508","1,286 reviews",King Studio,"Entire studio • 1 bathroom • 1 kitchen • 20m²
1 king bed",Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Hotel Lucerne,"Upper West Side, New York",1.7 km from center,8.5,Very Good,"₪ 1,514","1,006 reviews",Queen Room - Disability Access,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
"Marriott Vacation Club Pulse, New York City","Manhattan, New York",1.9 km from center,8.9,Excellent,"₪ 2,329",126 reviews,Deluxe King Room with Sofabed,"2 beds (1 king, 1 sofa bed)",FREE cancellation • No prepayment needed,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
The Manhattan Club,"Manhattan, New York",350 m from center,8.1,Very Good,"₪ 1,713","1,744 reviews",Executive Junior Suite,"Private suite
2 beds (1 sofa bed, 1 queen)",Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
DoubleTree by Hilton New York Times Square South,"Hell's Kitchen, New York",1.8 km from center,7.9,Good,"₪ 1,466","4,470 reviews",King Room,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Hilton Garden Inn New York - Times Square Central,"Manhattan, New York",1.5 km from center,7.6,Good,"₪ 1,574","1,574 reviews",Queen Room with City View,1 queen bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Hyatt Place New York/Midtown-South,"Manhattan, New York",2 km from center,8.1,Very Good,"₪ 1,779","2,179 reviews",King Room,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Graduate New York,New York,2.6 km from center,8.5,Very Good,"₪ 1,448","2,162 reviews",Graduate King - Accessible,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Canal Loft Hotel,"Chinatown, New York",5.9 km from center,7.0,Good,₪ 922,889 reviews,Deluxe King Room,1 full bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Hilton Brooklyn New York,"Boerum Hill, Brooklyn",8.8 km from center,8.2,Very Good,"₪ 1,646",733 reviews,King Room,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
The Benjamin Royal Sonesta New York,"Midtown East, New York",1.5 km from center,7.6,Good,"₪ 1,978",594 reviews,Deluxe King Studio,1 king bed,Prepayment,2023-03-27-2023-03-29,2023-03-26,2 nights,1.0
Margaritaville Resort Times Square,"Manhattan, New York",1.5 km from center,8.8,Excellent,"₪ 2,183","1,470 reviews",Deluxe King Room,1 king bed,Prepayment,2023-03-27-2023-03-30,2023-03-26,3 nights,1.0
Pod Brooklyn,"Williamsburg, Brooklyn",6.2 km from center,8.2,Very Good,"₪ 1,192","2,883 reviews",Queen Pod,1 queen bed,Prepayment,2023-03-27-2023-03-30,2023-03-26,3 nights,1.0
The Tillary Hotel Brooklyn,"Downtown Brooklyn, Brooklyn",8 km from center,7.5,Good,"₪ 1,732",224 reviews,Classic King,Multiple bed types,Prepayment,2023-03-27-2023-03-30,2023-03-26,3 nights,1.0
Pod Times Square,"Hell's Kitchen, New York",1.4 km from center,8.1,Very Good,"₪ 1,175","13,012 reviews",Bunk Pod,2 twin beds,Prepayment,2023-03-27-2023-03-30,2023-03-26,3 nights,1.0
Holland Hotel Free Parking Jersey City,Jersey City,6.5 km from center,8.3,Very Good,"₪ 1,382",965 reviews,King Room - Non-Smoking,1 king bed,Prepayment,2023-03-27-2023-03-30,2023-03-26,3 nights,1.0
Sheraton Brooklyn New York,"Downtown Brooklyn, Brooklyn",8.5 km from center,7.1,Good,"₪ 1,482","1,815 reviews","Guest room, 2 Double",2 full beds,Prepayment,2023-03-27-2023-03-30,2023-03-26,3 nights,1.0
The Herald 8 by LuxUrban,"Manhattan, New York",2 km from center,7.8,Good,"₪ 1,874","2,389 reviews",Suite,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 28m²
1 king bed",Free cancellation,2023-03-27-2023-03-30,2023-03-26,3 nights,1.0
"The New Yorker, A Wyndham Hotel","Hell's Kitchen, New York",2 km from center,7.7,Good,"₪ 1,258","9,086 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-03-27-2023-03-30,2023-03-26,3 nights,1.0
Sonesta Simply Suites Jersey City,Jersey City,6.8 km from center,8.5,Very Good,"₪ 1,883",656 reviews,Queen Studio Suite with Bathtub - Mobility Accessible,1 queen bed,FREE cancellation • No prepayment needed,2023-03-27-2023-03-30,2023-03-26,3 nights,1.0
The Cloud One New York-Downtown,"Wall Street - Financial District, New York",7 km from center,8.2,Very Good,"₪ 1,894",652 reviews,Standard King Room,1 king bed,Prepayment,2023-03-27-2023-03-30,2023-03-26,3 nights,1.0
Penny Williamsburg,"Williamsburg, Brooklyn",6.3 km from center,8.8,Excellent,"₪ 1,472",480 reviews,Queen,1 queen bed,Prepayment,2023-03-27-2023-03-30,2023-03-26,3 nights,1.0
The Tuscany Powered by LuxUrban,"Murray Hill, New York",2.1 km from center,7.8,Good,"₪ 2,114",132 reviews,Deluxe Studio,1 king bed,Free cancellation,2023-03-27-2023-03-30,2023-03-26,3 nights,1.0
Hyatt House Jersey City,Jersey City,7.3 km from center,8.2,Very Good,"₪ 3,047","1,532 reviews",King Room,1 king bed,Prepayment,2023-03-27-2023-03-30,2023-03-26,3 nights,1.0
The William Vale,"Williamsburg, Brooklyn",5.5 km from center,8.1,Very Good,"₪ 2,445","1,157 reviews",Queen Room with Balcony,1 queen bed,Prepayment,2023-03-27-2023-03-30,2023-03-26,3 nights,1.0
