Name,Rate,Grade,Price,Review,DateOfVacation,SnapShotDate,LengthOfStay,TimeToTravel
"The Langham, New York, Fifth Avenue",9.4,Exceptional,"€1,248","(1,002 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Soho Grand Hotel,8.8,Excellent,"€761
€","(1,001 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Moxy NYC Chelsea,8.6,Excellent,"€810
€",(988 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Hilton Garden Inn New York/West 35th Street,9.0,Wonderful,"€655
€","(1,022 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Park Terrace Hotel,9.2,Wonderful,"€791
€","(1,005 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
"voco Times Square South, an IHG Hotel",8.4,Very good,"€634
€",(455 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Arlo Midtown,9.2,Wonderful,"€823
€","(3,240 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Ameritania Hotel at Times Square,8.4,Very good,"€659
€","(1,262 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Pendry Manhattan West,9.6,Exceptional,"€1,219",(110 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
"The Chatwal, In The Unbound Collection By Hyatt",9.4,Exceptional,"€1,118",(448 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Moxy NYC Times Square,8.4,Very good,"€719
€","(1,128 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
W New York - Union Square,8.6,Excellent,"€705
€",(963 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Park Central Hotel New York,8.0,Very good,"€825
€","(1,859 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Hyatt Place New York City/Times Square,7.8,Good,"€653
€","(1,167 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.8,Excellent,"€530
€","(1,004 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Archer Hotel New York,9.0,Wonderful,"€830
€","(1,006 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
The New York EDITION,9.0,Wonderful,"€1,167",(374 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Fitzpatrick Manhattan Hotel,9.0,Wonderful,"€599
€","(1,000 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Kixby,8.8,Excellent,"€714
€","(1,002 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
"InterContinental New York Barclay, an IHG Hotel",8.6,Excellent,"€807
€","(1,003 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Hyatt Grand Central New York,7.8,Good,"€794
€","(1,790 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
New York Marriott Marquis,9.0,Wonderful,"€1,220","(1,543 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Sleep INN,Uknown,Uknown,"€319
€",Uknown,2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
33 Seaport Hotel New York,8.8,Excellent,"€930
€",(303 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
"Gild Hall, A Thompson Hotel",9.0,Wonderful,"€650
€",(997 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Hilton Garden Inn New York Times Square North,8.6,Excellent,"€731
€","(1,010 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Doubletree by Hilton New York Times Square South,8.4,Very good,"€696
€","(2,182 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Sheraton Tribeca New York Hotel,8.2,Very good,"€580
€","(1,005 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
INNSiDE by Meliá New York Nomad,8.8,Excellent,"€734
€","(1,377 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Hilton Garden Inn New York/Central Park South-Midtown West,7.4,Good,"€635
€","(1,038 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Hilton Garden Inn New York/Manhattan-Chelsea,8.4,Very good,"€685
€","(1,006 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Concorde Hotel New York,9.0,Wonderful,"€732
€",(987 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
"Marriott Vacation Club Pulse, New York City",8.8,Excellent,"€645
€",(994 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Wingate by Wyndham New York Midtown South/5th Ave,8.2,Very good,"€599
€","(1,003 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Sofitel New York,8.8,Excellent,"€887
€","(1,001 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
The Shelburne Sonesta New York,8.2,Very good,"€694
€","(1,008 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Artezen Hotel,9.4,Exceptional,"€629
€","(1,366 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Radio Hotel,8.8,Excellent,"€455
€",(389 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
JW Marriott Essex House New York,8.6,Excellent,"€1,336","(1,002 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
"Kimpton Hotel Eventi, an IHG Hotel",8.8,Excellent,"€811
€","(1,001 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Hilton Club The Quin New York,8.6,Excellent,"€911
€","(1,005 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
citizenM New York Times Square,9.0,Wonderful,"€783
€","(1,237 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Moxy NYC Times Square,8.4,Very good,"€719
€","(1,128 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Moxy NYC Downtown,8.6,Excellent,"€557
€",(779 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Courtyard by Marriott New York Manhattan/Times Square,8.6,Excellent,"€676
€",(998 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Hyatt Centric Wall Street New York,8.8,Excellent,"€570
€",(999 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
The Times Square EDITION,9.0,Wonderful,"€988
€",(588 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
W New York - Times Square,8.4,Very good,"€821
€","(1,002 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
The Cloud One New York-Downtown,8.4,Very good,"€538
€",(99 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Hyatt House New York/Chelsea,8.6,Excellent,"€695
€",(760 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Lotte New York Palace,8.8,Excellent,"€1,276","(1,002 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Ink 48 Hotel,8.2,Very good,"€815
€","(1,004 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Renaissance New York Midtown Hotel,9.2,Wonderful,"€794
€","(1,000 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Hyatt Centric Times Square New York,9.0,Wonderful,"€981
€","(1,002 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
DoubleTree by Hilton New York Downtown,7.2,Good,"€515
€","(1,189 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Arlo SoHo,8.2,Very good,"€733
€","(1,327 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Park Lane New York,8.6,Excellent,"€1,016",(326 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Trump International Hotel & Tower New York,9.2,Wonderful,"€1,666","(1,000 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
"Martinique New York on Broadway, Curio Collection by Hilton",8.6,Excellent,"€719
€","(1,007 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
DoubleTree by Hilton New York City - Chelsea,7.6,Good,"€652
€","(1,003 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
The Benjamin Royal Sonesta New York,8.8,Excellent,"€841
€","(1,003 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Residence Inn by Marriott New York Manhattan/Times Square,8.6,Excellent,"€728
€",(999 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Warwick New York,8.0,Very good,"€828
€","(1,216 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Truss Hotel Times Square,8.0,Very good,"€696
€",(574 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Refinery Hotel,8.8,Excellent,"€1,019","(1,002 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
"Club Quarters, Times Square - Midtown",8.4,Very good,"€687
€","(1,787 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Sheraton New York Times Square Hotel,8.0,Very good,"€981
€","(1,235 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
The Manhattan Club,8.6,Excellent,"€784
€","(1,004 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Courtyard New York Manhattan/ Midtown East,8.6,Excellent,"€779
€","(1,305 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
citizenM New York Bowery,9.2,Wonderful,"€682
€","(1,267 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Hilton New York Fashion District,8.0,Very good,"€648
€","(1,003 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Fitzpatrick Grand Central,9.0,Wonderful,"€642
€","(1,000 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Conrad New York Midtown,8.4,Very good,"€1,230",(999 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
The Standard High Line,8.4,Very good,"€943
€",(785 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
1 Hotel Central Park,9.0,Wonderful,"€1,283","(1,001 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
The Towers at Lotte New York Palace,9.2,Wonderful,"€2,022",(454 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Empire Hotel,7.4,Good,"€719
€","(1,329 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Fairfield Inn by Marriott New York Manhattan/Fifth Avenue,8.4,Very good,"€624
€",(998 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Courtyard New York Manhattan/Times Square West,8.8,Excellent,"€888
€","(1,003 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Moxy NYC Downtown,8.6,Excellent,"€557
€",(779 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
"Club Quarters Hotel, World Trade Center",8.6,Excellent,"€607
€","(1,118 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
"Crowne Plaza JFK Airport New York City, an IHG Hotel",6.8,"(1,921 reviews)","€538
€",Uknown,2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
The Wall Street Hotel,9.6,Exceptional,"€1,017",(87 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Made Hotel,9.2,Wonderful,"€870
€",(202 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Sonder Chambers,8.8,Excellent,"€808
€",(733 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
"InterContinental New York Times Square, an IHG Hotel",8.2,Very good,"€957
€","(1,037 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Carnegie Hotel,9.2,Wonderful,"€843
€","(1,002 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Hilton Garden Inn New York/Midtown Park Ave,8.4,Very good,"€696
€","(1,003 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Conrad New York Downtown,9.4,Exceptional,"€911
€",(999 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
The Westin New York at Times Square,8.6,Excellent,"€948
€","(2,193 reviews)",2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
Andaz 5th Avenue - a concept by Hyatt,9.2,Wonderful,"€1,201",(998 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
The Marmara Park Avenue,8.6,Excellent,"€947
€",(836 reviews),2023-04-14-2023-04-16,2023-03-26,2 nights,19.0
New York Hilton Midtown,8.0,Very good,"€914
€","(1,005 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Residence Inn Marriott New York Downtown Manhattan/WTC Area,9.0,Wonderful,"€1,025",(999 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
The New York EDITION,9.0,Wonderful,"€1,678",(374 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Moxy NYC Times Square,8.4,Very good,"€892
€","(1,128 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Courtyard New York Manhattan/Times Square West,8.8,Excellent,"€905
€","(1,003 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
"The Langham, New York, Fifth Avenue",9.4,Exceptional,"€1,769","(1,002 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
The Lombardy Hotel,8.8,Excellent,"€1,020","(1,001 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
"voco Times Square South, an IHG Hotel",8.4,Very good,"€828
€",(455 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
33 Seaport Hotel New York,8.8,Excellent,"€1,186",(303 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Arlo Midtown,9.2,Wonderful,"€1,094","(3,240 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Park Central Hotel New York,8.0,Very good,"€1,008","(1,859 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Hilton Garden Inn New York/West 35th Street,9.0,Wonderful,"€874
€","(1,022 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
"PUBLIC, an Ian Schrager hotel",8.0,Very good,"€1,250","(1,485 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Hyatt Grand Central New York,7.8,Good,"€916
€","(1,790 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
citizenM New York Bowery,9.2,Wonderful,"€808
€","(1,267 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
New York Hilton Midtown,8.0,Very good,"€914
€","(1,005 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Renaissance New York Midtown Hotel,9.2,Wonderful,"€941
€","(1,000 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Park Terrace Hotel,9.2,Wonderful,"€1,101","(1,005 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Ameritania Hotel at Times Square,8.4,Very good,"€867
€","(1,262 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
W New York - Union Square,8.6,Excellent,"€941
€",(963 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Sheraton Tribeca New York Hotel,8.2,Very good,"€717
€","(1,005 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
"The Chatwal, In The Unbound Collection By Hyatt",9.4,Exceptional,"€1,471",(448 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Doubletree by Hilton New York Times Square South,8.4,Very good,"€867
€","(2,182 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Hilton New York Fashion District,8.0,Very good,"€737
€","(1,003 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
citizenM New York Times Square,9.0,Wonderful,"€1,009","(1,237 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Kixby,8.8,Excellent,"€973
€","(1,002 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
The Times Square EDITION,9.0,Wonderful,"€1,298",(588 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Hilton Garden Inn New York/Manhattan-Chelsea,8.4,Very good,"€860
€","(1,006 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Sleep INN,Uknown,Uknown,"€452
€",Uknown,2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
"Gild Hall, A Thompson Hotel",9.0,Wonderful,"€920
€",(997 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Sonder The Dutch,8.4,Very good,"€670
€",(13 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Hyatt Place New York City/Times Square,7.8,Good,"€864
€","(1,167 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Archer Hotel New York,9.0,Wonderful,"€1,149","(1,006 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.8,Excellent,"€705
€","(1,004 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
The Shoreham Hotel,7.8,Good,"€808
€","(1,007 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Hilton Garden Inn New York Times Square North,8.6,Excellent,"€967
€","(1,010 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Sofitel New York,8.8,Excellent,"€1,170","(1,001 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
"Club Quarters, Times Square - Midtown",8.4,Very good,"€871
€","(1,787 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
"Marriott Vacation Club Pulse, New York City",8.8,Excellent,"€831
€",(994 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Hilton Garden Inn New York/Central Park South-Midtown West,7.4,Good,"€824
€","(1,038 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Lotte New York Palace,8.8,Excellent,"€1,818","(1,002 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Hilton Club The Quin New York,8.6,Excellent,"€1,258","(1,005 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
The Westin New York Grand Central,8.6,Excellent,"€1,006","(1,231 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
The FIDI Hotel,7.4,Good,"€683
€",(7 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Loews Regency New York Hotel,8.8,Excellent,"€1,681","(1,001 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
CIVILIAN Hotel,9.2,Wonderful,"€838
€",(808 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Fitzpatrick Manhattan Hotel,9.0,Wonderful,"€814
€","(1,000 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Wingate by Wyndham New York Midtown South/5th Ave,8.2,Very good,"€808
€","(1,003 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Ink 48 Hotel,8.2,Very good,"€1,132","(1,004 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Moxy Brooklyn Willamsburg,9.0,Wonderful,"€1,069",(6 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Thompson Central Park - New York,9.0,Wonderful,"€1,540",(91 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
New York Marriott Marquis,9.0,Wonderful,"€1,586","(1,543 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Radio Hotel,8.8,Excellent,"€622
€",(389 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
The New York EDITION,9.0,Wonderful,"€1,678",(374 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
HGU New York,8.0,Very good,"€966
€","(1,000 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Fairfield Inn by Marriott New York Manhattan/Times Square,8.0,Very good,"€909
€","(1,003 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Residence Inn by Marriott New York Manhattan/Times Square,8.6,Excellent,"€982
€",(999 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
TownePlace Suites by Marriott New York Brooklyn,8.6,Excellent,"€1,140",(89 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
"Crowne Plaza JFK Airport New York City, an IHG Hotel",6.8,"(1,921 reviews)","€745
€",Uknown,2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
INNSiDE by Meliá New York Nomad,8.8,Excellent,"€986
€","(1,377 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Pendry Manhattan West,9.6,Exceptional,"€2,016",(110 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
DoubleTree by Hilton New York City - Chelsea,7.6,Good,"€833
€","(1,003 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Hard Rock Hotel New York,9.4,Exceptional,"€1,431",(776 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Sheraton New York Times Square Hotel,8.0,Very good,"€1,171","(1,235 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Courtyard by Marriott New York Manhattan/Times Square,8.6,Excellent,"€896
€",(998 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Fairfield Inn by Marriott New York Manhattan/Fifth Avenue,8.4,Very good,"€786
€",(998 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Hyatt House New York/Chelsea,8.6,Excellent,"€924
€",(760 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Truss Hotel Times Square,8.0,Very good,"€890
€",(574 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
The Hotel Chelsea,9.6,Exceptional,"€1,310",(163 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Grayson Hotel in the Unbound Collection by Hyatt,8.2,Very good,"€976
€",(19 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
The Shelburne Sonesta New York,8.2,Very good,"€914
€","(1,008 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
"InterContinental New York Times Square, an IHG Hotel",8.2,Very good,"€1,145","(1,037 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
The Cloud One New York-Downtown,8.4,Very good,"€742
€",(99 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",9.0,Wonderful,"€1,036","(1,008 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
"InterContinental New York Barclay, an IHG Hotel",8.6,Excellent,"€1,109","(1,003 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
SpringHill Suites by Marriott New York Midtown Manhattan,8.8,Excellent,"€879
€",(995 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
The Moore,9.2,Wonderful,"€1,014",(87 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Moxy NYC Downtown,8.6,Excellent,"€675
€",(779 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Sonder Chambers,8.8,Excellent,"€1,041",(733 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Iberostar 70 Park Avenue,8.8,Excellent,"€942
€","(1,001 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
W New York - Times Square,8.4,Very good,"€1,137","(1,002 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Park Lane New York,8.6,Excellent,"€1,295",(326 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
RIU Plaza Manhattan Times Square,9.0,Wonderful,"€1,136","(1,997 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Refinery Hotel,8.8,Excellent,"€1,402","(1,002 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
The Flat NYC,10.0,Exceptional,"€710
€",(1 review),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Warwick New York,8.0,Very good,"€1,055","(1,216 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Artezen Hotel,9.4,Exceptional,"€867
€","(1,366 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Concorde Hotel New York,9.0,Wonderful,"€1,026",(987 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Sonder The Industrialist,7.0,Good,"€690
€",(30 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Moxy NYC Lower East Side,9.0,Wonderful,"€925
€",(99 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Courtyard by Marriott New York Downtown Manhattan/Financial District,7.6,Good,"€692
€",(414 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Courtyard New York Manhattan/ Midtown East,8.6,Excellent,"€1,008","(1,305 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Hilton Garden Inn New York/Midtown Park Ave,8.4,Very good,"€866
€","(1,003 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
The Towers at Lotte New York Palace,9.2,Wonderful,"€2,835",(454 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Empire Hotel,7.4,Good,"€925
€","(1,329 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Made Hotel,9.2,Wonderful,"€1,199",(202 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
The Peninsula New York,9.4,Exceptional,"€2,239",(999 reviews),2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
Hyatt Centric Times Square New York,9.0,Wonderful,"€1,286","(1,002 reviews)",2023-04-14-2023-04-17,2023-03-26,3 nights,19.0
New York Hilton Midtown,8.0,Very good,"€1,265","(1,005 reviews)",2023-04-14-2023-04-18,2023-03-26,4 nights,19.0
Moxy NYC Chelsea,8.6,Excellent,"€1,349",(988 reviews),2023-04-14-2023-04-18,2023-03-26,4 nights,19.0
The New York EDITION,9.0,Wonderful,"€2,159",(374 reviews),2023-04-14-2023-04-18,2023-03-26,4 nights,19.0
Moxy NYC Times Square,8.4,Very good,"€1,074","(1,128 reviews)",2023-04-14-2023-04-18,2023-03-26,4 nights,19.0
"voco Times Square South, an IHG Hotel",8.4,Very good,"€990
€",(455 reviews),2023-04-14-2023-04-18,2023-03-26,4 nights,19.0
Courtyard New York Manhattan/Times Square West,8.8,Excellent,"€1,160","(1,003 reviews)",2023-04-14-2023-04-18,2023-03-26,4 nights,19.0
Arlo Midtown,9.2,Wonderful,"€1,311","(3,240 reviews)",2023-04-14-2023-04-18,2023-03-26,4 nights,19.0
The Lombardy Hotel,8.8,Excellent,"€1,366","(1,001 reviews)",2023-04-14-2023-04-18,2023-03-26,4 nights,19.0
Moxy NYC Times Square,8.4,Very good,"€1,074","(1,128 reviews)",2023-04-14-2023-04-18,2023-03-26,4 nights,19.0
Park Central Hotel New York,8.0,Very good,"€1,305","(1,859 reviews)",2023-04-14-2023-04-18,2023-03-26,4 nights,19.0
Virgin Hotels New York City,8.8,Excellent,"€1,652",(20 reviews),2023-04-14-2023-04-18,2023-03-26,4 nights,19.0
Hyatt Grand Central New York,7.8,Good,"€1,167","(1,790 reviews)",2023-04-14-2023-04-18,2023-03-26,4 nights,19.0
Hilton Garden Inn New York/West 35th Street,9.0,Wonderful,"€1,158","(1,022 reviews)",2023-04-14-2023-04-18,2023-03-26,4 nights,19.0
