Name,Rate,Grade,Price,Review,DateOfVacation,SnapShotDate,LengthOfStay,TimeToTravel
Dream Midtown,8.0,Very good,"€355
€","(1,000 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Fitzpatrick Manhattan Hotel,9.0,Wonderful,"€342
€","(1,000 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
The Flat NYC,Uknown,Uknown,"€263
€",Uknown,2023-04-15-2023-04-16,2023-03-22,1 night,24.0
citizenM New York Times Square,9.0,Wonderful,"€386
€","(1,236 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Residence Inn by Marriott New York Manhattan/Times Square,8.6,Excellent,"€349
€",(998 reviews),2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Hilton Garden Inn New York Times Square South,8.6,Excellent,"€335
€","(1,002 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
"Crowne Plaza Times Square Manhattan, an IHG Hotel",8.0,Very good,"€478
€","(1,002 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Moxy NYC Downtown,8.6,Excellent,"€317
€",(777 reviews),2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Pendry Manhattan West,9.6,Exceptional,"€723
€",(108 reviews),2023-04-15-2023-04-16,2023-03-22,1 night,24.0
"Kimpton Hotel Eventi, an IHG Hotel",8.8,Excellent,"€401
€","(1,000 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Concorde Hotel New York,9.0,Wonderful,"€380
€",(985 reviews),2023-04-15-2023-04-16,2023-03-22,1 night,24.0
The Maritime Hotel,9.4,Exceptional,"€449
€","(1,001 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
1 Hotel Central Park,9.0,Wonderful,"€651
€","(1,001 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Hyatt Grand Central New York,7.8,Good,"€359
€","(1,781 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
The Lucerne Hotel,9.0,Wonderful,"€392
€","(1,003 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Smyth Tribeca,8.8,Excellent,"€404
€",(622 reviews),2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Lotte New York Palace,8.8,Excellent,"€637
€","(1,001 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
World Center Hotel,8.6,Excellent,"€280
€","(1,317 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
The Cloud One New York-Downtown,8.4,Very good,"€279
€",(98 reviews),2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Arlo NoMad,8.0,Very good,"€412
€","(1,599 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Hyatt Place New York City/Times Square,7.8,Good,"€354
€","(1,159 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
citizenM New York Bowery,9.2,Wonderful,"€386
€","(1,264 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
The Marlton Hotel,9.0,Wonderful,"€461
€","(1,001 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Trump International Hotel & Tower New York,9.2,Wonderful,"€832
€","(1,000 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Doubletree by Hilton New York Times Square South,8.4,Very good,"€367
€","(2,170 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
The Kitano Hotel New York,9.0,Wonderful,"€467
€","(1,002 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
"Club Quarters, Times Square - Midtown",8.4,Very good,"€356
€","(1,778 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Park Lane New York,8.6,Excellent,"€582
€",(326 reviews),2023-04-15-2023-04-16,2023-03-22,1 night,24.0
DoubleTree by Hilton New York Downtown,7.2,Good,"€277
€","(1,186 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
"Holiday Inn Express New York - Manhattan West Side, an IHG Hotel",7.6,Good,"€353
€","(1,001 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
The Hotel Chelsea,9.6,Exceptional,"€449
€",(160 reviews),2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Sheraton Tribeca New York Hotel,8.2,Very good,"€332
€","(1,003 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
M Social Hotel Times Square New York,8.8,Excellent,"€414
€","(2,898 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.8,Excellent,"€287
€","(1,001 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
The Standard High Line,8.4,Very good,"€460
€",(783 reviews),2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,8.6,Excellent,"€382
€","(1,235 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Courtyard New York Manhattan/ Midtown East,8.6,Excellent,"€426
€","(1,299 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Hilton New York Fashion District,8.0,Very good,"€341
€","(1,000 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Fitzpatrick Grand Central,9.0,Wonderful,"€331
€","(1,000 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Hotel 48LEX New York,8.2,Very good,"€377
€",(994 reviews),2023-04-15-2023-04-16,2023-03-22,1 night,24.0
"InterContinental New York Barclay, an IHG Hotel",8.6,Excellent,"€419
€","(1,002 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Hudson River Hotel,7.0,Good,"€252
€",(999 reviews),2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Carnegie Hotel,9.2,Wonderful,"€438
€","(1,000 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Chelsea Pines Inn,8.2,Very good,"€292
€",(788 reviews),2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Aloft Manhattan Downtown - Financial District,8.0,Very good,"€262
€",(999 reviews),2023-04-15-2023-04-16,2023-03-22,1 night,24.0
The Wallace,9.6,Exceptional,"€472
€",(445 reviews),2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Park Lane New York,8.6,Excellent,"€582
€",(326 reviews),2023-04-15-2023-04-16,2023-03-22,1 night,24.0
"Gild Hall, A Thompson Hotel",9.0,Wonderful,"€382
€",(997 reviews),2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Royalton Park Avenue,8.2,Very good,"€361
€","(1,000 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Hilton Garden Inn New York/Midtown Park Ave,8.4,Very good,"€344
€","(1,001 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
The Marmara Park Avenue,8.6,Excellent,"€487
€",(836 reviews),2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Courtyard by Marriott New York Manhattan/Times Square,8.6,Excellent,"€356
€",(998 reviews),2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Lotte New York Palace,8.8,Excellent,"€637
€","(1,001 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Sheraton New York Times Square Hotel,8.0,Very good,"€456
€","(1,232 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
Gansevoort Meatpacking,8.6,Excellent,"€551
€","(1,002 reviews)",2023-04-15-2023-04-16,2023-03-22,1 night,24.0
New York Hilton Midtown,8.0,Very good,"€684
€","(1,001 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
"Crowne Plaza Times Square Manhattan, an IHG Hotel",8.0,Very good,"€729
€","(1,002 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
The New York EDITION,9.0,Wonderful,"€1,102",(374 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
"PUBLIC, an Ian Schrager hotel",8.0,Very good,"€696
€","(1,478 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
"voco Times Square South, an IHG Hotel",8.4,Very good,"€497
€",(441 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
The Westin New York Grand Central,8.6,Excellent,"€665
€","(1,223 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Hilton Garden Inn New York/West 35th Street,9.0,Wonderful,"€557
€","(1,014 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Moxy NYC Times Square,8.4,Very good,"€566
€","(1,120 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Sofitel New York,8.8,Excellent,"€797
€","(1,001 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Arlo Midtown,9.2,Wonderful,"€682
€","(3,230 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
The Lombardy Hotel,8.8,Excellent,"€687
€","(1,001 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Park Terrace Hotel,9.2,Wonderful,"€695
€","(1,001 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Ameritania Hotel at Times Square,8.4,Very good,"€593
€","(1,240 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
"Holiday Inn Express New York - Manhattan West Side, an IHG Hotel",7.6,Good,"€525
€","(1,001 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Park Central Hotel New York,8.0,Very good,"€651
€","(1,850 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Hilton Garden Inn New York/Central Park South-Midtown West,7.4,Good,"€466
€","(1,037 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Hilton Garden Inn New York Times Square North,8.6,Excellent,"€556
€","(1,003 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Courtyard New York Manhattan/Times Square West,8.8,Excellent,"€618
€","(1,001 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
New York Marriott Marquis,9.0,Wonderful,"€892
€","(1,533 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.8,Excellent,"€439
€","(1,001 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Fairfield Inn by Marriott New York Manhattan/Times Square,8.0,Very good,"€541
€",(998 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Doubletree by Hilton New York Times Square South,8.4,Very good,"€550
€","(2,170 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
M Social Hotel Times Square New York,8.8,Excellent,"€655
€","(2,898 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Hilton Garden Inn New York/Manhattan-Chelsea,8.4,Very good,"€569
€","(1,001 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
citizenM New York Times Square,9.0,Wonderful,"€612
€","(1,236 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
New York Hilton Midtown,8.0,Very good,"€684
€","(1,001 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Arlo SoHo,8.2,Very good,"€611
€","(1,323 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Kixby,8.8,Excellent,"€649
€","(1,000 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Royal Hotel Bronx,Uknown,Uknown,"€217
€",Uknown,2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
The Wall Street Hotel,9.6,Exceptional,"€863
€",(87 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Moxy NYC Chelsea,8.6,Excellent,"€667
€",(987 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Omni Berkshire Place,9.0,Wonderful,"€743
€","(1,002 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Sheraton New York Times Square Hotel,8.0,Very good,"€731
€","(1,232 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Four Points By Sheraton New York Downtown,7.4,Good,"€430
€","(1,002 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Sheraton Tribeca New York Hotel,8.2,Very good,"€488
€","(1,003 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
The Marlton Hotel,9.0,Wonderful,"€707
€","(1,001 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
The Lucerne Hotel,9.0,Wonderful,"€648
€","(1,003 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Four Points By Sheraton Manhattan Midtown West,8.6,Excellent,"€438
€","(1,000 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Hyatt Place New York City/Times Square,7.8,Good,"€601
€","(1,159 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Truss Hotel Times Square,8.0,Very good,"€542
€",(562 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Hampton Inn Manhattan-Times Square North,8.4,Very good,"€516
€","(1,739 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
The Standard High Line,8.4,Very good,"€780
€",(783 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
The Shoreham Hotel,7.8,Good,"€527
€",(999 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
"The Langham, New York, Fifth Avenue",9.4,Exceptional,"€1,247","(1,001 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Residence Inn by Marriott New York Manhattan/Times Square,8.6,Excellent,"€622
€",(998 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Hyatt Grand Central New York,7.8,Good,"€686
€","(1,781 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Hilton Garden Inn New York/Midtown Park Ave,8.4,Very good,"€514
€","(1,001 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
The Shelburne Sonesta New York,8.2,Very good,"€608
€","(1,004 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Sonesta Simply Suites Jersey City,8.4,Very good,"€473
€",(999 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Moxy NYC Times Square,8.4,Very good,"€566
€","(1,120 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
W New York - Union Square,8.6,Excellent,"€657
€",(962 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
World Center Hotel,8.6,Excellent,"€465
€","(1,317 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
"Club Quarters, Times Square - Midtown",8.4,Very good,"€550
€","(1,778 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Hampton Inn Manhattan/Times Square Central,8.6,Excellent,"€542
€","(1,337 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Wingate by Wyndham New York Midtown South/5th Ave,8.2,Very good,"€521
€","(1,001 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Archer Hotel New York,9.0,Wonderful,"€733
€","(1,002 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
INNSiDE by Meliá New York Nomad,8.8,Excellent,"€637
€","(1,371 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Hyatt Centric Wall Street New York,8.8,Excellent,"€569
€",(999 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Park Lane New York,8.6,Excellent,"€1,051",(326 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
The Hotel Chelsea,9.6,Exceptional,"€793
€",(160 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
The Maritime Hotel,9.4,Exceptional,"€729
€","(1,001 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
citizenM New York Bowery,9.2,Wonderful,"€628
€","(1,264 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Walker Hotel Tribeca,8.6,Excellent,"€564
€",(379 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
"The Jewel, a Club Quarters Hotel, Opposite Rockefeller Center",9.2,Wonderful,"€580
€","(1,258 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Artezen Hotel,9.4,Exceptional,"€552
€","(1,362 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
"Club Quarters Hotel, World Trade Center",8.6,Excellent,"€486
€","(1,112 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
"Marriott Vacation Club Pulse, New York City",8.8,Excellent,"€548
€",(993 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
CIVILIAN Hotel,9.2,Wonderful,"€478
€",(797 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",9.0,Wonderful,"€615
€","(1,003 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Hilton Club The Quin New York,8.6,Excellent,"€747
€","(1,002 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
The Moore,9.2,Wonderful,"€638
€",(86 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
The Flat NYC,Uknown,Uknown,"€418
€",Uknown,2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
DoubleTree by Hilton New York Downtown,7.2,Good,"€455
€","(1,187 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
TownePlace Suites by Marriott New York Manhattan,8.6,Excellent,"€511
€",(743 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Warwick New York,8.0,Very good,"€676
€","(1,215 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Sofitel New York,8.8,Excellent,"€797
€","(1,001 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
The Cloud One New York-Downtown,8.4,Very good,"€484
€",(98 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Hilton Garden Inn New York/Tribeca,8.4,Very good,"€530
€","(1,001 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Courtyard by Marriott New York Manhattan/Times Square,8.6,Excellent,"€585
€",(998 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Hyatt House New York/Chelsea,8.6,Excellent,"€617
€",(758 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Courtyard by Marriott New York Manhattan / Central Park,8.6,Excellent,"€713
€",(999 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Hyatt Centric Times Square New York,9.0,Wonderful,"€814
€","(1,001 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Four Points by Sheraton Manhattan - Chelsea,7.6,Good,"€503
€","(1,003 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
The Westin New York at Times Square,8.6,Excellent,"€777
€","(2,184 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Pendry Manhattan West,9.6,Exceptional,"€1,434",(108 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Hilton New York Fashion District,8.0,Very good,"€565
€","(1,000 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Courtyard by Marriott New York Downtown Manhattan/Financial District,7.6,Good,"€427
€",(412 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Comfort Inn Manhattan - Midtown West,7.4,Good,"€536
€","(1,000 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Moxy NYC Downtown,8.6,Excellent,"€566
€",(777 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
"Gild Hall, A Thompson Hotel",9.0,Wonderful,"€646
€",(997 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Fitzpatrick Manhattan Hotel,9.0,Wonderful,"€588
€","(1,000 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Homewood Suites New York/Midtown Manhattan Times Square,8.4,Very good,"€664
€","(1,000 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
The Wallace,9.6,Exceptional,"€777
€",(445 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Park Lane New York,8.6,Excellent,"€1,051",(326 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Residence Inn New York Manhattan/Central Park,8.8,Excellent,"€714
€",(987 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
The New York EDITION,9.0,Wonderful,"€1,102",(374 reviews),2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
JW Marriott Essex House New York,8.6,Excellent,"€1,239","(1,000 reviews)",2023-04-15-2023-04-17,2023-03-22,2 nights,24.0
Moxy NYC Times Square,8.4,Very good,"€664
€","(1,120 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Hotel 32 32,8.0,Very good,"€760
€","(1,294 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
New York Hilton Midtown,8.0,Very good,"€963
€","(1,001 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Moxy NYC Times Square,8.4,Very good,"€664
€","(1,120 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Courtyard New York Manhattan/Times Square West,8.8,Excellent,"€782
€","(1,001 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
"PUBLIC, an Ian Schrager hotel",8.0,Very good,"€966
€","(1,478 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
"voco Times Square South, an IHG Hotel",8.4,Very good,"€737
€",(441 reviews),2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
The Lombardy Hotel,8.8,Excellent,"€1,010","(1,001 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Moxy NYC Chelsea,8.6,Excellent,"€1,001",(987 reviews),2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Arlo Midtown,9.2,Wonderful,"€973
€","(3,230 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
citizenM New York Bowery,9.2,Wonderful,"€827
€","(1,264 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Park Central Hotel New York,8.0,Very good,"€925
€","(1,850 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
"The Langham, New York, Fifth Avenue",9.4,Exceptional,"€1,773","(1,001 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Hilton Garden Inn New York/West 35th Street,9.0,Wonderful,"€840
€","(1,014 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Virgin Hotels New York City,8.8,Excellent,"€1,185",(17 reviews),2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Fairfield Inn by Marriott New York Manhattan/Times Square,8.0,Very good,"€735
€",(998 reviews),2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Park Terrace Hotel,9.2,Wonderful,"€1,033","(1,001 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Hyatt Grand Central New York,7.8,Good,"€843
€","(1,781 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Ameritania Hotel at Times Square,8.4,Very good,"€860
€","(1,240 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
citizenM New York Times Square,9.0,Wonderful,"€891
€","(1,236 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Hyatt Place New York Midtown South,8.6,Excellent,"€1,020","(1,000 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
"Holiday Inn Express New York - Manhattan West Side, an IHG Hotel",7.6,Good,"€760
€","(1,001 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
The Hotel Chelsea,9.6,Exceptional,"€1,136",(160 reviews),2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Element New York Times Square West,7.8,Good,"€755
€",(999 reviews),2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Hilton Club The Quin New York,8.6,Excellent,"€1,039","(1,002 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Hilton New York Fashion District,8.0,Very good,"€729
€","(1,000 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
The Marlton Hotel,9.0,Wonderful,"€954
€","(1,001 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Kixby,8.8,Excellent,"€955
€","(1,000 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Royal Hotel Bronx,Uknown,Uknown,"€326
€",Uknown,2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Courtyard by Marriott New York City Manhattan Fifth Avenue,8.4,Very good,"€1,026","(1,002 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Sofitel New York,8.8,Excellent,"€1,245","(1,001 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Hilton Garden Inn New York Times Square North,8.6,Excellent,"€844
€","(1,003 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
The Lucerne Hotel,9.0,Wonderful,"€922
€","(1,003 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
M Social Hotel Times Square New York,8.8,Excellent,"€982
€","(2,898 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Hilton Garden Inn New York/Central Park South-Midtown West,7.4,Good,"€722
€","(1,037 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
"Club Quarters, Times Square - Midtown",8.4,Very good,"€779
€","(1,778 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Hilton Garden Inn New York/Manhattan-Chelsea,8.4,Very good,"€831
€","(1,001 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
The Moore,9.2,Wonderful,"€882
€",(86 reviews),2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Doubletree by Hilton New York Times Square South,8.4,Very good,"€815
€","(2,170 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Hampton Inn Manhattan-Times Square North,8.4,Very good,"€734
€","(1,739 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Four Points by Sheraton Midtown-Times Square,8.4,Very good,"€756
€","(1,003 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
"The Chatwal, In The Unbound Collection By Hyatt",9.4,Exceptional,"€1,491",(448 reviews),2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
The Flat NYC,Uknown,Uknown,"€576
€",Uknown,2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
RIU Plaza Manhattan Times Square,9.0,Wonderful,"€996
€","(1,972 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
HGU New York,8.0,Very good,"€873
€","(1,000 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Hampton Inn Manhattan/Times Square Central,8.6,Excellent,"€765
€","(1,337 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Thompson Central Park - New York,9.0,Wonderful,"€1,538",(88 reviews),2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Truss Hotel Times Square,8.0,Very good,"€774
€",(562 reviews),2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
The New York EDITION,9.0,Wonderful,"€1,767",(374 reviews),2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
Lotte New York Palace,8.8,Excellent,"€1,817","(1,001 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
New York Hilton Midtown,8.0,Very good,"€963
€","(1,001 reviews)",2023-04-15-2023-04-18,2023-03-22,3 nights,24.0
